Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,strongcompnum,eigencentrality
13_24,,,3,0,3,3,0,3,0,0,0,0,0.000211,0,599,0.065186
33_44,,,2,2,4,2,2,4,24,0.077059,0.085195,0.000101,0.00045,0,1081,0.064145
36_58,,,2,1,3,2,1,3,25,0.071549,0.077454,0,0.000347,0,1081,0.064145
56_25,,,4,0,4,4,0,4,0,0,0,0,0.000288,0,591,0.074839
56_26,,,4,2,6,4,2,6,25,0.071649,0.079321,0.000624,0.000288,0,1081,0.074839
10_11,,,1,1,2,1,1,2,1,1,1,0,0.001136,0,221,0.043474
10_12,,,5,2,7,5,2,7,6,0.324324,0.411806,0.000007,0.000443,0,2177,0.047995
11_11,,,3,7,10,3,7,10,1,1,1,0.000003,0.000373,0,2176,0.045781
41_51,,,1,4,5,1,4,5,5,0.358209,0.445833,0.000005,0.000301,0,2177,0.034039
10_17,,,0,6,6,0,6,6,22,0.090743,0.109649,0,0.000113,0,2179,0
6_21,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2178,0.005871
10_19,,,0,1,1,0,1,1,23,0.075907,0.082934,0,0.000113,0,2180,0
10_20,,,0,9,9,0,9,9,19,0.107354,0.124771,0,0.000113,0,2181,0
25_10,,,2,0,2,2,0,2,0,0,0,0,0.00017,0,584,0.068165
10_21,,,0,1,1,0,1,1,7,0.252525,0.305714,0,0.000113,0,2182,0
10_23,,,1,1,2,1,1,2,7,0.252525,0.305714,0.000001,0.000145,0,2183,0.005871
10_24,,,2,3,5,2,3,5,22,0.083246,0.09256,0.000237,0.00025,0,1757,0.049292
11_95,,,1,0,1,1,0,1,0,0,0,0,0.000184,0,1755,0.025729
18_45,,,2,3,5,2,3,5,23,0.077147,0.085767,0.000112,0.000263,0,1757,0.041246
10_26,,,5,2,7,5,2,7,2,0.666667,0.75,0.000313,0.000905,0,817,0.129529
76_11,,,2,2,4,2,2,4,1,1,1,0.000155,0.000507,0,816,0.062862
10_27,,,1,14,15,1,14,15,23,0.08775,0.111113,0.000394,0.000153,0,1152,0.021114
3_107,,,1,0,1,1,0,1,0,0,0,0,0.000122,0,1151,0.015025
14_42,,,5,0,5,5,0,5,0,0,0,0,0.000386,0,659,0.050874
14_43,,,2,4,6,2,4,6,25,0.072463,0.081772,0.000169,0.000218,0,1150,0.020896
42_45,,,1,0,1,1,0,1,0,0,0,0,0.000122,0,1141,0.015025
75_10,,,3,0,3,3,0,3,0,0,0,0,0.000459,0,1134,0.060517
75_11,,,4,0,4,4,0,4,0,0,0,0,0.000249,0,1137,0.066664
75_12,,,4,1,5,4,1,5,2,0.666667,0.75,0.000002,0.000249,0,1136,0.066664
80_38,,,3,0,3,3,0,3,0,0,0,0,0.000345,0,815,0.050172
80_39,,,3,0,3,3,0,3,0,0,0,0,0.000345,0,814,0.050172
80_40,,,2,0,2,2,0,2,0,0,0,0,0.00013,0,1140,0.020896
80_41,,,2,0,2,2,0,2,0,0,0,0,0.00013,0,1139,0.020896
80_42,,,2,1,3,2,1,3,1,1,1,0.000001,0.00013,0,1138,0.020896
10_29,,,1,2,3,1,2,3,2,0.625,0.7,0.00002,0.000141,0,516,0.048051
10_30,,,1,4,5,1,4,5,25,0.078731,0.094473,0.001206,0.000141,0,1081,0.048051
17_13,,,2,14,16,2,14,16,24,0.084615,0.106533,0.001242,0.000187,0,1081,0.033028
17_14,,,3,0,3,3,0,3,0,0,0,0,0.00038,0,443,0.064459
55_29,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,1808,0.012558
67_21,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,1807,0.012558
80_27,,,2,0,2,2,0,2,0,0,0,0,0.000141,0,1806,0.025116
80_28,,,2,0,2,2,0,2,0,0,0,0,0.000141,0,1805,0.025116
80_29,,,2,0,2,2,0,2,0,0,0,0,0.000141,0,1804,0.025116
80_30,,,2,0,2,2,0,2,0,0,0,0,0.000141,0,1803,0.025116
80_31,,,2,0,2,2,0,2,0,0,0,0,0.000141,0,1802,0.025116
10_33,,,0,1,1,0,1,1,20,0.081476,0.090373,0,0.000113,0,2184,0
39_71,,,3,8,11,3,8,11,19,0.088652,0.102235,0.001956,0.000365,0,1081,0.206462
10_35,,,0,3,3,0,3,3,1,1,1,0,0.000113,0,2185,0
60_4,,,4,2,6,4,2,6,23,0.081368,0.088933,0.00027,0.000238,0,1081,0.086546
109_2,,,2,0,2,2,0,2,0,0,0,0,0.000175,0,1462,0.055039
109_3,,,2,2,4,2,2,4,21,0.087928,0.099087,0.000141,0.000175,0,1461,0.055039
109_4,,,2,0,2,2,0,2,0,0,0,0,0.000175,0,1449,0.055039
109_5,,,2,0,2,2,0,2,0,0,0,0,0.000175,0,1448,0.055039
10_43,,,0,2,2,0,2,2,4,0.421053,0.53125,0,0.000113,0,2186,0
25_42,,,3,0,3,3,0,3,0,0,0,0,0.00031,0,220,0.07576
10_45,,,1,17,18,1,17,18,23,0.083222,0.102276,0.000202,0.000147,0,2191,0.010387
20_102,,,2,0,2,2,0,2,0,0,0,0,0.000155,0,991,0.136875
20_103,,,2,0,2,2,0,2,0,0,0,0,0.000155,0,990,0.136875
20_104,,,2,6,8,2,6,8,22,0.082845,0.097949,0.004137,0.000155,0,1081,0.136875
23_112,,,3,0,3,3,0,3,0,0,0,0,0.000177,0,191,0.18185
23_113,,,3,0,3,3,0,3,0,0,0,0,0.000177,0,190,0.18185
23_114,,,3,0,3,3,0,3,0,0,0,0,0.000177,0,189,0.18185
30_55,,,4,0,4,4,0,4,0,0,0,0,0.000208,0,188,0.192237
30_56,,,4,0,4,4,0,4,0,0,0,0,0.000205,0,989,0.073304
70_10,,,5,7,12,5,7,12,24,0.079013,0.089557,0.005643,0.000277,0,1081,0.150575
70_11,,,4,0,4,4,0,4,0,0,0,0,0.000266,0,467,0.144704
70_12,,,1,0,1,1,0,1,0,0,0,0,0.00012,0,2190,0.012071
70_13,,,1,0,1,1,0,1,0,0,0,0,0.00012,0,2189,0.012071
70_14,,,1,0,1,1,0,1,0,0,0,0,0.00012,0,2188,0.012071
77_15,,,2,0,2,2,0,2,0,0,0,0,0.000216,0,2187,0.017942
79_46,,,4,0,4,4,0,4,0,0,0,0,0.000223,0,186,0.160235
10_47,,,2,1,3,2,1,3,28,0.061915,0.068714,0.000003,0.000156,0,1081,0.037642
10_48,,,0,1,1,0,1,1,3,0.5,0.583333,0,0.000113,0,2192,0
10_49,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2193,0
63_11,,,2,0,2,2,0,2,0,0,0,0,0.000222,0,1142,0.047168
10_51,,,0,3,3,0,3,3,23,0.090343,0.100512,0,0.000113,0,2194,0
32_12,,,8,5,13,8,5,13,26,0.064997,0.074103,0.001328,0.000844,0,1081,0.302869
10_52,,,0,4,4,0,4,4,1,1,1,0,0.000113,0,2195,0
52_13,,,7,0,7,7,0,7,0,0,0,0,0.000313,0,124,0.140297
10_53,,,2,3,5,2,3,5,1,1,1,0,0.000518,0,2162,0.068617
64_7,,,2,2,4,2,2,4,2,0.75,0.833333,0,0.000467,0,2162,0.068617
10_61,,,7,5,12,7,5,12,27,0.061395,0.070081,0.000521,0.000402,0,1081,0.189583
26_218,,,2,1,3,2,1,3,1,1,1,0.000079,0.000187,0,761,0.085475
26_219,,,2,0,2,2,0,2,0,0,0,0,0.000187,0,759,0.085475
10_64,,,0,5,5,0,5,5,30,0.059017,0.069775,0,0.000113,0,2196,0
21_103,,,3,0,3,3,0,3,0,0,0,0,0.000264,0,524,0.06944
41_31,,,4,0,4,4,0,4,0,0,0,0,0.000247,0,736,0.072669
41_32,,,4,0,4,4,0,4,0,0,0,0,0.000247,0,735,0.072669
10_68,,,0,8,8,0,8,8,1,1,1,0,0.000113,0,2197,0
10_71,,,1,3,4,1,3,4,2,0.8,0.875,0,0.000124,0,2077,0.010387
27_44,,,1,2,3,1,2,3,33,0.047362,0.052045,0.000003,0.000122,0,1923,0.014897
27_91,,,2,3,5,2,3,5,20,0.092245,0.103272,0.000189,0.000475,0,1081,0.087206
10_74,,,0,2,2,0,2,2,27,0.06495,0.07338,0,0.000113,0,2198,0
17_17,,,4,0,4,4,0,4,0,0,0,0,0.00036,0,417,0.043019
10_76,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2199,0
10_78,,,1,1,2,1,1,2,1,1,1,0,0.000165,0,1225,0.014565
10_80,,,0,2,2,0,2,2,3,0.466667,0.571429,0,0.000113,0,2200,0
10_82,,,0,8,8,0,8,8,3,0.733333,0.848485,0,0.000113,0,2205,0
7_118,,,2,0,2,2,0,2,0,0,0,0,0.000138,0,2204,0.011742
26_46,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2203,0.005871
26_47,,,2,0,2,2,0,2,0,0,0,0,0.000173,0,2202,0.011742
26_48,,,2,0,2,2,0,2,0,0,0,0,0.000173,0,2201,0.011742
10_83,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2206,0
65_3,,,6,1,7,6,1,7,23,0.087616,0.101401,0.003088,0.000349,0,1081,0.169558
10_87,,,0,1,1,0,1,1,23,0.079323,0.088688,0,0.000113,0,2207,0
71_27,,,3,0,3,3,0,3,0,0,0,0,0.000452,0,38,0.155385
10_90,,,3,6,9,3,6,9,23,0.087766,0.09737,0.000317,0.000306,0,1081,0.095882
20_77,,,3,6,9,3,6,9,1,1,1,0.000292,0.000736,0,665,0.089273
26_61,,,2,0,2,2,0,2,0,0,0,0,0.00026,0,661,0.081363
26_62,,,2,0,2,2,0,2,0,0,0,0,0.00026,0,660,0.081363
10_91,,,3,1,4,3,1,4,30,0.054631,0.058944,0.00022,0.000306,0,1081,0.095882
28_41,,,3,1,4,3,1,4,29,0.057753,0.062837,0.002671,0.000676,0,1081,0.141407
10_93,,,0,6,6,0,6,6,23,0.092946,0.105426,0,0.000113,0,2210,0
26_57,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2209,0.005871
26_58,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2208,0.005871
26_59,,,4,3,7,4,3,7,2,0.636364,0.714286,0.000118,0.000498,0,30,0.132166
36_30,,,3,0,3,3,0,3,0,0,0,0,0.000321,0,407,0.085169
10_103,,,0,1,1,0,1,1,1,1,1,0,0.000113,15,2212,0
6_12,,,1,0,1,1,0,1,0,0,0,0,0.000208,15,2211,0.005871
11_2,,,0,2,2,0,2,2,2,0.625,0.7,0,0.000113,0,2213,0
11_3,,,1,1,2,1,1,2,1,1,1,0.000078,0.000246,0,571,0.024991
16_97,,,3,0,3,3,0,3,0,0,0,0,0.000456,0,570,0.034445
11_7,,,1,8,9,1,8,9,23,0.089812,0.107603,0.000617,0.000135,0,2215,0.013213
29_61,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,2214,0.012662
11_8,,,0,9,9,0,9,9,18,0.110475,0.130395,0,0.000113,0,2217,0
12_45,,,1,0,1,1,0,1,0,0,0,0,0.000123,0,2216,0.005871
70_19,,,2,0,2,2,0,2,0,0,0,0,0.000218,0,1454,0.061687
70_20,,,2,0,2,2,0,2,0,0,0,0,0.000218,0,1453,0.061687
70_21,,,2,0,2,2,0,2,0,0,0,0,0.000218,0,1452,0.061687
70_22,,,2,0,2,2,0,2,0,0,0,0,0.000218,0,1451,0.061687
25_7,,,3,0,3,3,0,3,0,0,0,0,0.000249,0,281,0.163739
25_8,,,3,0,3,3,0,3,0,0,0,0,0.000249,0,280,0.163739
11_20,,,1,3,4,1,3,4,27,0.065207,0.073509,0.002823,0.000746,0,1081,0.03356
67_10,,,4,0,4,4,0,4,0,0,0,0,0.000541,0,152,0.231923
11_21,,,0,6,6,0,6,6,25,0.074877,0.088104,0,0.000113,0,2218,0
59_20,,,8,3,11,8,3,11,1,1,1,0.000237,0.000759,0,139,0.1717
11_29,,,0,3,3,0,3,3,20,0.105615,0.11686,0,0.000113,0,2219,0
11_36,,,0,2,2,0,2,2,2,0.75,0.833333,0,0.000113,0,2221,0
54_10,,,4,0,4,4,0,4,0,0,0,0,0.000301,0,2220,0.028
11_40,,,2,4,6,2,4,6,1,1,1,0.000189,0.000161,0,844,0.043195
54_11,,,2,0,2,2,0,2,0,0,0,0,0.000168,0,843,0.032312
54_12,,,3,0,3,3,0,3,0,0,0,0,0.000206,0,842,0.066158
54_13,,,3,0,3,3,0,3,0,0,0,0,0.000191,0,840,0.049721
54_14,,,3,0,3,3,0,3,0,0,0,0,0.000191,0,839,0.049721
7_167,,,3,0,3,3,0,3,0,0,0,0,0.000355,0,239,0.126229
23_28,,,1,4,5,1,4,5,22,0.090239,0.104986,0,0.000136,0,1081,0.034024
23_29,,,1,0,1,1,0,1,0,0,0,0,0.000136,0,733,0.034024
39_67,,,4,0,4,4,0,4,0,0,0,0,0.00065,0,147,0.171282
43_12,,,4,0,4,4,0,4,0,0,0,0,0.000245,0,732,0.113762
43_13,,,4,0,4,4,0,4,0,0,0,0,0.000245,0,731,0.113762
43_14,,,3,2,5,3,2,5,23,0.080164,0.090399,0.00103,0.000175,0,1081,0.064999
11_42,,,1,5,6,1,5,6,2,0.692308,0.777778,0.000503,0.000137,0,841,0.037324
54_15,,,1,4,5,1,4,5,2,0.75,0.833333,0.000079,0.000136,0,838,0.017409
69_12,,,5,0,5,5,0,5,0,0,0,0,0.000321,0,835,0.083789
11_46,,,1,6,7,1,6,7,21,0.099196,0.122007,0.001266,0.000169,0,1081,0.109859
24_11,,,2,3,5,2,3,5,1,1,1,0.000182,0.000232,0,834,0.043195
24_15,,,1,0,1,1,0,1,0,0,0,0,0.000137,0,831,0.037324
66_10,,,1,0,1,1,0,1,0,0,0,0,0.000137,0,830,0.037324
11_48,,,1,1,2,1,1,2,1,1,1,0.000079,0.000218,0,956,0.024273
11_44,,,1,0,1,1,0,1,0,0,0,0,0.000298,0,955,0.014786
11_49,,,1,5,6,1,5,6,2,0.857143,0.916667,0.000001,0.000166,0,2222,0.019245
11_52,,,0,1,1,0,1,1,1,1,1,0,0.000113,16,2224,0
71_11,,,1,0,1,1,0,1,0,0,0,0,0.000208,16,2223,0.005871
82_6,,,3,0,3,3,0,3,0,0,0,0,0.000453,0,141,0.068019
11_61,,,0,1,1,0,1,1,20,0.093975,0.102425,0,0.000113,0,2225,0
11_69,,,1,4,5,1,4,5,2,0.833333,0.9,0.000002,0.000406,0,1840,0.020312
11_74,,,2,2,4,2,2,4,1,1,1,0.000001,0.000231,0,1839,0.020775
29_31,,,2,0,2,2,0,2,0,0,0,0,0.000297,0,1837,0.032488
51_26,,,2,1,3,2,1,3,3,0.5,0.566667,0.000002,0.000345,0,1840,0.030028
51_27,,,1,0,1,1,0,1,0,0,0,0,0.000199,0,1836,0.014904
11_70,,,1,1,2,1,1,2,4,0.375,0.458333,0.000002,0.000172,0,1841,0.020856
51_29,,,1,0,1,1,0,1,0,0,0,0,0.000284,0,1834,0.028083
29_32,,,2,0,2,2,0,2,0,0,0,0,0.000307,0,1838,0.023455
11_78,,,1,5,6,1,5,6,1,1,1,0.00001,0.000189,0,1093,0.028891
15_70,,,1,0,1,1,0,1,0,0,0,0,0.000145,0,1092,0.017508
15_72,,,1,0,1,1,0,1,0,0,0,0,0.000145,0,1090,0.017508
11_81,,,1,3,4,1,3,4,2,0.714286,0.8,0.000001,0.00029,0,2229,0.010387
54_37,,,1,2,3,1,2,3,1,1,1,0,0.000195,0,2228,0.012071
54_38,,,1,0,1,1,0,1,0,0,0,0,0.000195,0,2227,0.012071
54_39,,,1,0,1,1,0,1,0,0,0,0,0.000195,0,2226,0.012071
51_33,,,1,0,1,1,0,1,0,0,0,0,0.000192,0,1250,0.025296
53_54,,,2,1,3,2,1,3,1,1,1,0.000001,0.000223,0,1248,0.031167
7_88,,,4,0,4,4,0,4,0,0,0,0,0.000284,0,1077,0.094278
11_97,,,1,7,8,1,7,8,31,0.052379,0.060726,0.000007,0.000148,0,2232,0.010387
73_16,,,1,1,2,1,1,2,31,0.05226,0.057372,0,0.000131,0,2231,0.012071
79_21,,,1,0,1,1,0,1,0,0,0,0,0.000131,0,2230,0.012071
11_98,,,2,3,5,2,3,5,26,0.069659,0.079986,0.000201,0.000185,0,1635,0.026974
11_99,,,2,3,5,2,3,5,30,0.055131,0.062479,0.000385,0.000352,0,1081,0.082188
28_42,,,1,5,6,1,5,6,31,0.052296,0.060185,0.000192,0.000213,0,1081,0.034517
11_103,,,5,4,9,5,4,9,24,0.078021,0.09154,0.003403,0.0004,0,1081,0.306064
42_7,,,3,4,7,3,4,7,24,0.078259,0.091117,0.001238,0.000407,0,1081,0.203638
4_57,,,3,0,3,3,0,3,0,0,0,0,0.000319,0,1016,0.075882
11_108,,,7,2,9,7,2,9,32,0.05262,0.060203,0.00136,0.000511,0,1081,0.082833
11_110,,,0,3,3,0,3,3,21,0.087652,0.101983,0,0.000113,0,2235,0
20_129,,,1,0,1,1,0,1,0,0,0,0,0.000145,0,2234,0.005871
20_130,,,1,1,2,1,1,2,1,1,1,0,0.000145,0,2233,0.005871
11_111,,,1,1,2,1,1,2,1,1,1,0,0.00075,17,2236,0.012558
36_32,,,1,1,2,1,1,2,1,1,1,0,0.00075,17,2236,0.012558
11_116,,,0,1,1,0,1,1,1,1,1,0,0.000113,13,2237,0
11_117,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,2238,0
12_4,,,1,1,2,1,1,2,28,0.057543,0.062428,0,0.000263,0,1081,0.032773
12_7,,,0,1,1,0,1,1,21,0.086631,0.094076,0,0.000113,0,2239,0
12_19,,,0,1,1,0,1,1,20,0.090545,0.101993,0,0.000113,0,2240,0
12_20,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,0,2242,0
72_13,,,1,1,2,1,1,2,1,1,1,0,0.000208,0,2241,0.005871
12_21,,,1,1,2,1,1,2,1,1,1,0,0.000759,0,2243,0.017489
28_26,,,2,1,3,2,1,3,1,1,1,0,0.000761,0,2243,0.020184
12_24,,,0,4,4,0,4,4,20,0.103683,0.119579,0,0.000113,0,2244,0
13_33,,,5,10,15,5,10,15,19,0.115181,0.137778,0.005672,0.000264,0,1081,0.109284
12_38,,,0,1,1,0,1,1,30,0.051982,0.057364,0,0.000113,0,2245,0
12_40,,,0,1,1,0,1,1,3,0.5,0.611111,0,0.000113,0,2246,0
12_50,,,0,1,1,0,1,1,22,0.090151,0.103686,0,0.000113,0,2247,0
12_51,,,1,1,2,1,1,2,1,1,1,0,0.000251,18,2249,0.012558
12_26,,,1,0,1,1,0,1,0,0,0,0,0.000326,18,2248,0.012558
12_52,,,1,1,2,1,1,2,3,0.5,0.611111,0,0.000251,18,2250,0.012558
12_53,,,1,2,3,1,2,3,2,0.75,0.833333,0,0.000326,18,2250,0.012558
12_57,,,0,3,3,0,3,3,1,1,1,0,0.000113,19,2254,0
12_55,,,1,0,1,1,0,1,0,0,0,0,0.000145,19,2253,0.005871
38_39,,,1,0,1,1,0,1,0,0,0,0,0.000145,19,2252,0.005871
38_40,,,1,0,1,1,0,1,0,0,0,0,0.000145,19,2251,0.005871
12_64,,,0,1,1,0,1,1,1,1,1,0,0.000113,20,2256,0
12_12,,,1,0,1,1,0,1,0,0,0,0,0.000208,20,2255,0.005871
58_11,,,1,1,2,1,1,2,1,1,1,0.000024,0.000241,0,863,0.016114
12_89,,,0,1,1,0,1,1,1,1,1,0,0.000113,21,2258,0
16_119,,,1,0,1,1,0,1,0,0,0,0,0.000208,21,2257,0.005871
12_92,,,1,2,3,1,2,3,1,1,1,0,0.000208,0,2259,0.005871
12_96,,,0,1,1,0,1,1,1,1,1,0,0.000113,22,2261,0
12_94,,,1,0,1,1,0,1,0,0,0,0,0.000208,22,2260,0.005871
12_99,,,0,1,1,0,1,1,1,1,1,0,0.000113,23,2263,0
12_69,,,1,0,1,1,0,1,0,0,0,0,0.000208,23,2262,0.005871
19_23,,,1,5,6,1,5,6,25,0.079402,0.094157,0.000087,0.00014,0,1919,0.029872
19_27,,,1,0,1,1,0,1,0,0,0,0,0.00014,0,1912,0.029872
19_28,,,1,3,4,1,3,4,27,0.063597,0.070003,0.000038,0.00014,0,1911,0.029872
71_28,,,1,0,1,1,0,1,0,0,0,0,0.00014,0,1909,0.029872
12_102,,,1,6,7,1,6,7,4,0.470588,0.609375,0.000001,0.000166,0,2270,0.019245
3_44,,,2,0,2,2,0,2,0,0,0,0,0.000189,0,2269,0.033973
28_44,,,2,5,7,2,5,7,3,0.571429,0.645833,0.000002,0.000313,0,2270,0.025116
28_45,,,1,0,1,1,0,1,0,0,0,0,0.000136,0,2267,0.014729
28_46,,,1,0,1,1,0,1,0,0,0,0,0.000136,0,2266,0.014729
38_69,,,1,0,1,1,0,1,0,0,0,0,0.000136,0,2265,0.014729
38_70,,,1,0,1,1,0,1,0,0,0,0,0.000136,0,2264,0.014729
12_107,,,0,6,6,0,6,6,6,0.367347,0.551852,0,0.000113,0,2272,0
7_99,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2271,0.005871
3_42,,,2,0,2,2,0,2,0,0,0,0,0.000213,0,320,0.132836
21_8,,,3,4,7,3,4,7,21,0.095225,0.107469,0.000841,0.000255,0,1081,0.255125
21_9,,,2,0,2,2,0,2,0,0,0,0,0.000165,0,303,0.135494
46_9,,,4,1,5,4,1,5,23,0.079486,0.085606,0.001845,0.000363,0,1081,0.196647
12_110,,,0,1,1,0,1,1,21,0.086481,0.094084,0,0.000113,0,2273,0
13_1,,,0,1,1,0,1,1,3,0.5,0.611111,0,0.000113,0,2274,0
13_2,,,0,5,5,0,5,5,20,0.10254,0.124049,0,0.000113,0,2275,0
22_65,,,3,2,5,3,2,5,21,0.094209,0.108681,0.01042,0.000278,0,1081,0.23517
41_37,,,3,0,3,3,0,3,0,0,0,0,0.000304,0,396,0.072718
65_12,,,6,3,9,6,3,9,22,0.087855,0.101876,0.001368,0.000552,0,1081,0.081537
13_5,,,1,1,2,1,1,2,2,0.666667,0.75,0,0.000137,0,2276,0.005871
46_33,,,8,1,9,8,1,9,1,1,1,0.000002,0.003604,0,174,0.2839
15_7,,,2,2,4,2,2,4,21,0.093264,0.104995,0.003037,0.000152,0,1081,0.075294
29_54,,,3,1,4,3,1,4,22,0.08466,0.097848,0.006812,0.000286,0,1081,0.153802
35_45,,,5,0,5,5,0,5,0,0,0,0,0.000606,0,4,0.241363
13_7,,,1,3,4,1,3,4,19,0.092868,0.10532,0.000458,0.000201,0,1558,0.029024
13_8,,,4,6,10,4,6,10,22,0.096014,0.116836,0.003338,0.00049,0,1081,0.095939
23_14,,,4,0,4,4,0,4,0,0,0,0,0.000304,0,868,0.117255
11_5,,,4,0,4,4,0,4,0,0,0,0,0.000288,0,758,0.133593
58_1,,,2,1,3,2,1,3,21,0.09427,0.101863,0.002762,0.000207,0,1081,0.092095
13_13,,,0,5,5,0,5,5,22,0.10095,0.121276,0,0.000113,0,2277,0
13_16,,,0,7,7,0,7,7,23,0.084748,0.103895,0,0.000113,0,2280,0
39_3,,,3,5,8,3,5,8,28,0.05802,0.067814,0.000204,0.00027,0,2279,0.017613
13_17,,,0,5,5,0,5,5,21,0.092239,0.109689,0,0.000113,0,2281,0
13_18,,,0,3,3,0,3,3,3,0.538462,0.666667,0,0.000113,0,2284,0
18_87,,,1,0,1,1,0,1,0,0,0,0,0.000145,0,2283,0.005871
18_88,,,1,0,1,1,0,1,0,0,0,0,0.000145,0,2282,0.005871
13_22,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,2285,0
13_27,,,0,5,5,0,5,5,20,0.103305,0.117003,0,0.000113,0,2287,0
21_5,,,1,2,3,1,2,3,19,0.092627,0.103608,0.000031,0.000132,0,2286,0.005871
13_29,,,0,2,2,0,2,2,33,0.050553,0.059548,0,0.000113,0,2293,0
56_30,,,2,3,5,2,3,5,4,0.389831,0.456522,0.000001,0.00018,0,2292,0.025116
13_30,,,0,3,3,0,3,3,22,0.090149,0.1017,0,0.000113,0,2294,0
16_63,,,2,0,2,2,0,2,0,0,0,0,0.000249,0,1825,0.016258
14_47,,,2,0,2,2,0,2,0,0,0,0,0.000293,0,262,0.087224
13_32,,,1,2,3,1,2,3,1,1,1,0.000072,0.000263,0,224,0.067194
41_25,,,2,2,4,2,2,4,26,0.080312,0.091392,0.000839,0.000317,0,1081,0.100067
57_4,,,3,3,6,3,3,6,23,0.088211,0.098718,0.000279,0.000176,0,1081,0.073451
25_11,,,2,0,2,2,0,2,0,0,0,0,0.000205,0,583,0.087946
25_12,,,2,2,4,2,2,4,1,1,1,0.000001,0.000174,0,1581,0.031523
25_13,,,4,0,4,4,0,4,0,0,0,0,0.000232,0,48,0.061758
25_14,,,2,1,3,2,1,3,3,0.5,0.583333,0.000002,0.000174,0,1579,0.031523
25_15,,,1,0,1,1,0,1,0,0,0,0,0.000158,0,1578,0.025652
13_35,,,2,8,10,2,8,10,3,0.575,0.65942,0.000004,0.000188,0,2292,0.025116
47_15,,,4,5,9,4,5,9,2,0.777778,0.857143,0.000523,0.00033,0,1021,0.084811
56_32,,,1,1,2,1,1,2,1,1,1,0,0.000133,0,2291,0.019245
56_33,,,1,0,1,1,0,1,0,0,0,0,0.000133,0,2289,0.019245
76_14,,,4,2,6,4,2,6,1,1,1,0.000158,0.000459,0,985,0.086029
13_36,,,0,5,5,0,5,5,18,0.109365,0.126556,0,0.000113,0,2295,0
13_37,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2296,0
22_70,,,3,0,3,3,0,3,0,0,0,0,0.000351,0,718,0.035174
13_39,,,1,4,5,1,4,5,22,0.096547,0.114849,0.002468,0.000224,0,1081,0.043834
44_4,,,2,0,2,2,0,2,0,0,0,0,0.000256,0,449,0.026714
88_23,,,1,2,3,1,2,3,1,1,1,0.000104,0.000209,0,610,0.106446
88_24,,,1,0,1,1,0,1,0,0,0,0,0.000209,0,609,0.106446
88_25,,,2,0,2,2,0,2,0,0,0,0,0.000305,0,608,0.112318
88_26,,,1,0,1,1,0,1,0,0,0,0,0.000209,0,607,0.106446
13_42,,,0,4,4,0,4,4,23,0.079375,0.086737,0,0.000113,0,2297,0
13_43,,,0,7,7,0,7,7,24,0.082806,0.100341,0,0.000113,0,2299,0
26_197,,,2,1,3,2,1,3,24,0.082235,0.093901,0.000082,0.00021,0,2298,0.018429
14_4,,,1,1,2,1,1,2,19,0.100011,0.110035,0,0.000132,0,2300,0.005871
39_7,,,1,1,2,1,1,2,2,0.666667,0.75,0,0.00055,0,1698,0.03897
14_9,,,0,1,1,0,1,1,1,1,1,0,0.000113,24,2302,0
3_119,,,1,0,1,1,0,1,0,0,0,0,0.000208,24,2301,0.005871
14_10,,,2,1,3,2,1,3,2,0.666667,0.75,0.000157,0.000157,0,572,0.045459
7_128,,,2,0,2,2,0,2,0,0,0,0,0.000186,0,34,0.067467
27_56,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,25,0.036188
79_37,,,2,0,2,2,0,2,0,0,0,0,0.000204,0,16,0.059655
79_38,,,2,0,2,2,0,2,0,0,0,0,0.000204,0,15,0.059655
79_39,,,2,0,2,2,0,2,0,0,0,0,0.000204,0,14,0.059655
14_15,,,1,5,6,1,5,6,22,0.084348,0.093576,0.000018,0.000125,0,2306,0.005871
50_24,,,1,0,1,1,0,1,0,0,0,0,0.000134,0,2305,0.010387
50_25,,,1,0,1,1,0,1,0,0,0,0,0.000134,0,2304,0.010387
50_26,,,1,0,1,1,0,1,0,0,0,0,0.000134,0,2303,0.010387
14_16,,,1,5,6,1,5,6,22,0.084681,0.099626,0.000131,0.000183,0,1081,0.039558
14_17,,,2,26,28,2,26,28,21,0.092313,0.119332,0.003523,0.000197,0,1081,0.080855
