Source,Target
6_73,36_62
6_73,36_63
6_73,38_15
6_73,40_16
6_73,40_32
6_73,45_28
6_73,54_8
6_73,78_40
6_73,79_6
6_73,79_7
6_73,79_8
6_74,9_114
6_74,19_41
6_74,19_42
6_74,19_43
6_74,19_44
6_74,19_45
6_74,19_46
6_74,19_47
6_74,19_48
6_75,6_55
6_75,7_185
6_75,10_101
6_75,34_9
6_79,6_161
6_79,7_54
6_79,7_172
6_79,16_120
6_79,16_121
6_79,16_122
6_79,16_123
6_79,21_51
6_79,21_52
6_79,30_30
6_80,11_53
6_80,11_54
6_80,11_55
6_80,11_56
6_81,42_21
6_81,53_23
6_82,31_13
6_83,6_81
6_83,10_96
6_83,10_97
6_84,2_133
6_84,11_71
6_84,11_72
6_84,11_73
6_84,15_30
6_84,15_31
6_84,19_49
6_84,19_58
6_84,29_27
6_84,37_112
6_84,57_26
6_88,21_17
6_88,39_4
6_88,39_65
6_88,43_81
6_91,2_79
6_91,10_2
6_91,17_94
6_91,17_95
6_92,3_20
6_92,6_19
6_92,7_158
6_92,11_17
6_92,25_1
6_93,5_28
6_93,8_31
6_93,8_50
6_93,14_27
6_93,60_2
6_94,2_166
6_94,2_167
6_94,6_22
6_94,6_24
6_94,18_48
6_94,23_101
6_94,26_92
6_94,26_93
6_94,28_64
6_94,29_25
6_95,36_33
6_95,36_34
6_95,36_35
6_95,36_36
6_96,6_1
6_96,7_54
6_96,10_5
6_96,32_1
6_96,36_37
6_96,36_38
6_96,36_40
6_96,41_12
6_96,91_3
6_96,91_4
6_96,92_1
6_96,92_2
6_96,93_1
6_96,93_2
6_98,4_1
6_99,13_4
6_99,16_67
6_99,21_30
6_99,36_34
6_100,4_117
6_100,4_118
6_100,4_119
6_100,4_120
6_100,18_50
6_100,19_44
6_100,34_41
6_100,36_60
6_100,36_61
6_100,37_95
6_100,37_96
6_101,19_88
6_101,19_89
6_101,19_90
6_101,19_91
6_101,19_92
6_101,19_93
6_101,19_94
6_101,19_95
6_103,7_143
6_103,20_110
6_103,31_16
6_103,67_14
6_103,75_22
6_103,75_23
6_103,83_15
6_104,17_15
6_104,22_46
6_105,2_26
6_105,17_82
6_105,22_53
6_105,25_4
6_105,25_5
6_105,41_44
6_105,74_18
6_105,74_19
6_105,74_20
6_105,74_21
6_105,74_22
6_105,74_23
6_105,74_24
6_105,74_25
6_105,74_31
6_107,13_40
6_107,42_48
6_107,88_21
6_107,88_22
6_110,6_28
6_110,35_14
6_110,39_56
6_110,39_57
6_110,39_58
6_111,6_109
6_111,6_124
6_111,10_96
6_111,10_97
6_111,17_92
6_111,25_21
6_112,3_184
6_112,6_34
6_112,6_121
6_112,12_3
6_112,25_31
6_112,41_43
6_113,37_161
6_113,37_162
6_113,37_163
6_113,51_8
6_113,51_9
6_114,10_94
6_115,7_157
6_116,12_103
6_116,37_71
6_120,7_33
6_121,5_4
6_121,5_5
6_121,6_112
6_121,6_118
6_121,6_145
6_121,9_31
6_122,2_257
6_122,6_1
6_122,11_24
6_122,35_19
6_122,35_20
6_122,35_21
6_122,35_22
6_122,35_23
6_122,67_22
6_123,16_25
6_123,17_16
6_123,25_31
6_123,29_13
6_123,34_31
6_123,34_32
6_123,34_33
6_123,34_34
6_123,34_35
6_123,43_23
6_123,71_22
6_124,6_10
6_124,18_49
6_124,21_36
6_124,25_21
6_124,25_41
6_124,40_60
6_124,43_31
6_124,43_32
6_124,86_9
6_125,22_78
6_125,39_22
6_125,49_7
6_128,11_107
6_128,36_60
6_128,36_61
6_128,36_62
6_129,43_36
6_130,4_163
6_130,4_165
6_130,12_109
6_130,25_20
6_130,29_27
6_130,46_29
6_130,46_30
6_130,46_31
6_130,46_32
6_130,55_19
6_130,55_20
6_130,55_22
6_130,55_31
6_130,55_32
6_131,5_19
6_131,16_36
6_131,17_15
6_131,35_24
6_131,67_8
6_131,67_9
6_132,7_38
6_132,16_88
6_133,2_143
6_133,4_133
6_133,35_15
6_133,35_16
6_133,35_17
6_133,47_38
6_135,11_121
6_135,11_122
6_135,14_13
6_135,14_14
6_135,21_105
6_135,24_55
6_135,40_51
6_135,40_52
6_135,58_21
6_136,16_57
6_136,43_15
6_136,53_21
6_136,53_22
6_137,16_58
6_137,16_59
6_137,81_8
6_137,81_9
6_138,5_103
6_138,10_59
6_139,16_116
6_139,16_117
6_140,10_69
6_140,10_70
6_141,7_31
6_141,68_17
6_141,68_18
6_141,68_19
6_141,68_20
6_141,68_21
6_141,68_22
6_141,68_23
6_141,68_24
6_141,68_25
6_141,68_26
6_141,68_27
6_141,68_28
6_141,68_29
6_141,68_30
6_141,68_31
6_141,68_32
6_141,68_33
6_142,7_27
6_142,16_66
6_142,16_67
6_142,16_80
6_142,18_50
6_142,35_6
6_142,36_71
6_142,36_72
6_142,40_79
6_142,40_80
6_142,40_81
6_143,6_139
6_143,39_6
6_146,4_160
6_147,6_165
6_147,13_6
6_147,15_49
6_147,15_50
6_147,40_3
6_147,85_12
6_147,85_13
6_147,85_14
6_148,6_107
6_148,43_20
6_149,6_35
6_149,10_99
6_149,11_118
6_149,11_119
6_151,2_83
6_151,4_116
6_151,6_120
6_151,7_33
6_151,17_23
6_151,17_31
6_151,25_68
6_151,31_14
6_151,31_15
6_152,2_220
6_152,4_10
6_152,4_135
6_152,83_1
6_152,83_2
6_152,83_3
6_152,83_4
6_152,83_5
6_152,83_6
6_153,2_257
6_153,6_151
6_153,42_13
6_154,2_124
6_154,6_91
6_154,6_151
6_154,6_153
6_154,7_144
6_154,7_145
6_154,9_69
6_154,28_48
6_154,32_24
6_154,46_12
6_154,46_30
6_154,55_60
6_156,28_47
6_157,6_26
6_157,16_88
6_157,35_42
6_157,75_31
6_157,75_32
6_158,40_84
6_158,40_85
6_158,47_18
6_159,42_13
6_160,27_89
6_161,2_130
6_161,16_120
6_161,16_121
6_161,16_122
6_161,16_123
6_161,22_78
6_162,108_2
6_163,2_130
6_163,2_131
6_163,2_132
6_163,5_44
6_163,5_111
6_163,6_79
6_163,10_72
6_163,10_84
6_163,10_85
6_163,10_86
6_163,12_101
6_163,21_25
6_164,1_5
6_164,11_123
6_164,20_112
6_164,34_25
6_164,34_26
6_164,35_18
6_164,52_21
6_164,67_29
6_164,73_9
6_164,74_38
6_164,74_39
6_165,2_30
6_165,7_129
6_165,13_6
6_165,15_49
6_165,15_50
6_165,17_21
6_165,27_62
6_165,43_32
6_165,43_60
7_3,6_116
7_3,12_103
7_3,12_106
7_4,6_10
7_4,7_97
7_4,7_98
7_4,16_45
7_4,16_46
7_4,16_47
7_4,22_45
7_4,28_58
7_5,21_11
7_5,21_12
7_5,21_13
7_5,21_14
7_5,21_15
7_6,5_109
7_6,28_65
7_7,6_59
7_8,23_101
7_8,23_102
7_8,23_103
7_8,101_6
7_8,101_7
7_8,101_8
7_8,101_9
7_8,101_10
7_8,101_11
7_9,4_40
7_9,18_105
7_9,21_47
7_10,14_34
7_11,2_57
7_11,15_28
7_11,15_29
7_11,15_30
7_11,23_12
7_11,23_13
7_12,7_11
7_12,38_72
7_17,34_20
7_17,34_21
7_18,17_63
7_18,17_64
7_18,17_65
7_20,4_176
7_20,16_15
7_20,20_120
7_22,7_21
7_22,7_27
7_24,20_123
7_25,20_55
7_27,18_50
7_29,21_104
7_30,20_50
7_30,30_30
7_30,64_2
7_30,87_3
7_33,22_30
7_33,22_31
7_37,10_69
7_37,10_70
7_37,31_23
7_37,31_24
7_38,2_166
7_38,2_167
7_38,16_25
7_38,16_88
7_38,29_13
7_38,29_25
7_38,33_66
7_38,33_67
7_38,33_68
7_39,34_31
7_39,34_32
7_39,34_33
7_40,22_31
7_43,39_73
7_44,37_55
7_44,37_56
7_44,37_57
7_44,37_58
7_44,37_59
7_44,52_14
7_44,52_15
7_44,52_16
7_46,57_13
7_47,23_102
7_47,23_103
7_47,66_8
7_51,9_67
7_51,20_52
7_51,20_126
7_51,45_34
7_52,4_166
7_52,7_2
7_52,11_1
7_52,17_15
7_53,6_27
7_53,6_28
7_54,25_61
7_54,36_37
7_54,36_38
7_54,36_39
7_54,36_40
7_54,42_11
7_55,7_205
7_55,19_3
7_56,7_156
7_56,7_157
7_57,30_46
7_57,30_50
7_57,36_33
7_57,42_28
7_58,3_37
7_60,46_11
7_60,83_32
7_64,29_15
7_64,40_51
7_64,40_52
7_64,71_25
7_65,41_15
7_65,89_6
7_65,89_7
7_65,89_8
7_66,38_5
7_69,2_247
7_70,8_32
7_72,11_53
7_72,11_54
7_72,11_55
7_72,11_56
7_72,11_58
7_72,26_128
7_72,26_129
7_72,26_130
7_72,26_131
7_72,46_24
7_72,46_25
7_72,69_6
7_72,69_7
7_72,69_8
7_73,16_36
7_73,21_25
7_73,26_155
7_73,54_28
7_77,11_65
7_77,17_59
7_77,27_48
7_77,27_49
7_77,27_50
7_77,27_51
7_77,27_52
7_77,91_14
7_81,11_79
7_81,15_71
7_83,51_35
7_83,51_36
7_84,11_82
7_84,11_83
7_85,28_23
7_85,83_1
7_85,83_2
7_85,83_3
7_85,83_4
7_85,83_5
7_85,83_6
7_91,11_87
7_91,11_94
7_91,26_187
7_91,26_189
7_96,10_98
7_96,34_34
7_96,37_147
7_96,37_148
7_100,6_6
7_100,6_10
7_100,14_44
7_100,14_45
7_100,19_98
7_100,20_128
7_100,22_45
7_100,22_46
7_100,32_26
7_100,34_45
7_100,46_25
7_100,46_26
7_100,46_27
7_100,67_18
7_101,6_28
7_101,6_110
7_101,6_111
7_101,11_100
7_101,11_101
7_101,16_36
7_101,17_15
7_101,21_25
7_101,43_45
7_103,27_14
7_108,26_18
7_108,27_12
7_110,28_6
7_111,20_57
7_111,20_58
7_111,20_59
7_111,20_60
7_115,20_65
7_116,20_65
7_116,20_66
7_116,20_67
7_116,20_68
7_116,20_69
7_123,20_71
7_123,43_54
7_123,79_24
7_124,20_71
7_126,20_72
7_126,20_73
7_126,20_74
7_126,20_75
7_133,5_96
7_133,6_38
7_133,68_19
7_133,68_20
7_137,28_5
7_137,28_6
7_137,44_25
7_137,44_26
7_137,44_27
7_137,44_28
7_142,5_3
7_142,20_80
7_143,6_103
7_143,39_68
7_143,75_22
7_143,75_23
7_143,75_24
7_143,83_15
7_145,28_43
7_146,6_110
7_146,10_96
7_146,10_97
7_146,61_5
7_148,20_85
7_148,20_88
7_148,20_89
7_150,20_90
7_150,20_92
7_150,20_93
7_150,20_94
7_152,2_54
7_156,6_54
7_156,7_155
7_156,40_7
7_157,2_104
7_157,2_286
7_157,16_36
7_158,3_20
7_158,6_19
7_158,11_17
7_159,2_121
7_159,3_113
7_159,3_199
7_159,17_104
7_159,17_107
7_159,17_108
7_159,17_109
7_159,28_52
7_159,28_53
7_159,28_54
7_163,2_65
7_166,7_163
7_168,17_104
7_168,72_11
7_169,3_187
7_169,19_59
7_171,4_154
7_171,17_51
7_172,6_130
7_172,6_133
7_172,6_165
7_172,7_102
7_172,9_17
7_172,14_34
7_172,27_62
7_172,30_30
7_172,33_7
7_172,53_56
7_172,100_7
7_176,2_6
7_176,5_26
7_176,9_80
7_179,2_18
7_179,2_171
7_179,8_23
7_179,22_46
7_179,43_36
7_179,43_37
7_179,46_26
7_181,7_159
7_182,6_44
7_182,6_45
7_184,34_46
7_184,81_22
7_186,5_41
7_186,10_101
7_187,21_38
7_187,31_34
7_187,33_63
7_187,42_18
7_187,79_42
7_188,19_97
7_188,72_26
7_188,72_27
7_189,4_1
7_189,30_21
7_189,49_13
7_191,22_73
7_191,22_74
7_191,37_95
7_191,37_96
7_192,21_58
7_192,37_93
7_193,19_42
7_196,11_54
7_196,11_55
7_196,11_56
7_196,26_75
7_196,26_76
7_196,26_77
7_196,26_78
7_196,26_79
7_196,26_80
7_196,43_26
7_196,43_27
7_196,43_28
7_198,35_14
7_199,17_53
7_199,23_96
7_199,23_97
7_199,23_98
7_199,41_34
7_199,41_35
7_199,41_36
7_202,17_27
7_202,19_83
7_202,55_46
7_203,26_4
7_204,41_26
7_205,2_186
7_205,17_110
7_205,50_39
8_1,5_90
8_1,8_41
8_1,29_8
8_2,3_135
8_2,9_124
8_2,79_40
8_2,79_41
8_4,3_163
8_5,2_216
8_5,5_24
8_9,2_211
8_9,3_165
8_9,8_67
8_9,8_68
8_9,54_45
8_10,3_140
8_10,3_141
8_10,9_14
8_10,9_15
8_10,28_43
8_10,40_51
8_10,40_52
8_10,47_4
8_10,47_5
8_10,47_6
8_11,3_154
8_11,54_45
8_11,76_21
8_11,94_5
8_11,94_6
8_14,36_69
8_14,47_4
8_14,76_21
8_16,3_155
8_16,9_25
8_16,9_27
8_17,2_249
8_17,3_123
8_17,9_25
8_19,8_32
8_19,17_8
8_22,2_171
8_22,7_179
8_24,1_2
8_24,50_16
8_28,64_15
8_28,21_35
8_28,63_9
8_28,64_14
8_28,64_15
8_29,57_28
8_30,17_76
8_30,36_1
8_30,36_2
8_30,36_9
8_30,52_30
8_31,25_5
8_31,25_6
8_32,26_187
8_32,29_53
8_32,38_16
8_32,70_1
8_32,70_2
8_32,70_3
8_33,6_94
8_33,8_34
8_33,38_16
8_33,70_1
8_33,70_2
8_34,2_217
8_34,8_33
8_34,9_17
8_34,9_18
8_34,48_25
8_37,3_142
8_37,3_166
8_37,3_167
8_37,3_179
8_37,10_28
8_37,24_43
8_37,30_14
8_37,30_43
8_37,36_59
8_39,2_193
8_39,4_93
8_39,9_5
8_39,9_11
8_39,49_9
8_41,3_161
8_41,59_7
8_42,6_122
8_44,3_13
8_48,4_120
8_48,7_123
8_48,14_22
8_48,20_71
8_48,59_16
8_50,6_93
8_53,13_11
8_59,3_196
8_59,3_197
8_59,24_57
8_59,29_4
8_60,2_261
8_60,9_101
8_60,99_7
8_60,99_8
8_61,9_29
8_63,3_103
8_67,5_118
8_67,10_88
8_67,14_36
8_67,71_26
8_72,9_100
8_72,9_117
8_72,59_8
8_72,59_9
8_75,9_100
8_75,59_10
9_2,9_4
9_5,2_191
9_5,9_2
9_5,9_11
9_5,9_29
9_5,9_36
9_5,9_73
9_5,47_4
9_5,49_9
9_7,48_25
9_8,9_10
9_11,9_5
9_13,8_30
9_13,17_76
9_13,60_1
9_16,3_142
9_16,3_179
9_16,29_1
9_16,29_2
9_16,29_3
9_17,8_34
9_18,17_79
9_19,23_66
9_19,23_67
9_23,58_22
9_32,57_20
9_34,5_63
9_34,5_82
9_35,9_103
9_35,44_48
9_35,44_49
9_35,111_5
9_36,2_191
9_36,2_194
9_36,5_2
9_36,9_5
9_36,9_37
9_36,22_25
9_37,9_3
9_39,9_120
9_39,9_122
9_41,2_216
9_41,9_91
9_41,9_122
9_43,24_62
9_47,4_66
9_47,4_67
9_47,4_68
9_47,6_28
9_47,8_23
9_55,20_131
9_55,23_55
9_55,23_56
9_60,37_39
9_64,47_29
9_64,47_30
9_64,58_8
9_67,45_34
9_70,53_53
9_71,3_104
9_73,9_5
9_73,9_29
9_73,49_9
9_74,63_8
9_74,85_8
9_75,9_103
9_80,63_6
9_81,4_56
9_81,22_19
9_81,22_20
9_81,22_21
9_81,22_22
9_81,66_6
9_81,70_15
9_81,70_16
9_82,43_77
9_83,6_110
9_83,48_15
9_84,9_80
9_87,33_19
9_87,47_20
9_87,47_21
9_87,47_22
9_93,9_1
9_97,12_109
9_100,8_75
9_100,59_10
9_100,62_3
9_101,9_74
9_101,9_85
9_101,11_86
9_101,26_112
9_101,47_30
9_104,2_276
9_105,69_18
9_105,86_9
9_105,100_10
9_106,9_117
9_106,9_118
9_108,9_109
9_111,4_87
9_111,4_122
9_112,66_5
9_113,28_56
9_114,4_18
9_114,19_46
9_114,19_47
9_115,41_17
9_118,9_95
9_118,9_96
9_120,18_30
9_122,9_41
9_122,9_120
9_122,42_16
9_123,5_54
9_123,9_73
9_123,48_29
9_125,17_82
9_125,41_44
9_127,61_5
9_127,70_36
9_127,70_37
9_127,74_49
9_127,74_50
9_127,74_51
9_128,2_129
9_128,3_164
9_128,26_215
9_128,26_216
9_128,26_217
9_129,9_127
9_129,73_9
10_2,7_63
10_2,18_2
10_2,18_3
10_2,38_5
10_2,64_6
10_3,2_255
10_3,6_59
10_3,11_6
10_3,23_86
10_3,23_87
10_3,34_3
10_3,34_23
10_3,43_87
10_3,53_26
10_4,30_27
10_4,38_57
10_4,38_58
10_4,55_43
10_4,55_44
10_4,56_42
10_4,56_43
10_5,6_96
10_5,23_115
10_5,23_116
10_5,36_39
10_5,36_40
10_5,38_27
10_6,3_190
10_6,6_96
10_6,7_54
10_6,10_101
10_6,12_105
10_6,34_9
10_6,36_40
10_10,6_1
10_10,13_23
10_10,13_24
10_10,18_1
10_10,33_44
10_10,36_58
10_10,56_25
10_10,56_26
10_11,17_11
10_12,11_11
10_12,41_51
10_17,2_255
10_17,6_21
10_17,6_93
10_17,103_1
10_17,103_2
10_17,103_3
10_19,8_42
10_20,6_7
10_20,6_111
10_20,10_96
10_20,10_97
10_20,15_14
10_20,15_15
10_20,17_59
10_20,25_10
10_20,52_44
10_21,10_12
10_22,17_67
10_23,10_12
10_24,11_94
10_24,11_95
10_24,18_45
10_26,55_60
10_26,76_11
10_27,3_106
10_27,3_107
10_27,14_42
10_27,14_43
10_27,14_44
10_27,42_45
10_27,75_10
10_27,75_11
10_27,75_12
10_27,80_38
10_27,80_39
10_27,80_40
10_27,80_41
10_27,80_42
10_28,2_166
10_28,18_47
10_28,19_82
10_28,30_14
10_28,30_43
10_28,36_59
10_28,46_5
10_28,46_6
10_29,16_36
10_29,43_45
10_30,17_13
10_30,17_14
10_30,75_13
10_30,86_9
10_31,6_46
10_31,55_29
10_31,67_21
10_31,67_23
10_31,80_27
10_31,80_28
10_31,80_29
10_31,80_30
10_31,80_31
10_33,39_71
10_35,19_42
10_35,37_95
10_35,37_96
10_38,2_24
10_38,11_13
10_38,17_88
10_41,60_4
10_41,109_1
10_41,109_2
10_41,109_3
10_41,109_4
10_41,109_5
10_41,109_6
10_43,25_41
10_43,25_42
10_45,20_102
10_45,20_103
10_45,20_104
10_45,23_101
10_45,23_112
10_45,23_113
10_45,23_114
10_45,30_55
10_45,30_56
10_45,70_10
10_45,70_11
10_45,70_12
10_45,70_13
10_45,70_14
10_45,70_15
10_45,77_15
10_45,79_46
10_47,39_69
10_48,42_18
10_49,63_11
10_51,32_12
10_51,40_84
10_51,40_85
10_52,52_13
10_52,52_14
10_52,52_15
10_52,52_16
10_53,34_3
10_53,36_82
10_53,64_7
10_57,17_82
10_57,41_44
10_59,6_136
10_61,6_38
10_61,11_6
10_61,26_217
10_61,26_218
10_61,26_219
10_64,21_103
10_64,41_30
10_64,41_31
10_64,41_32
10_64,57_12
10_68,19_88
10_68,19_89
10_68,19_90
10_68,19_91
10_68,19_92
10_68,19_93
10_68,19_94
10_68,19_95
10_71,11_54
10_71,11_55
10_71,11_56
10_72,2_131
10_72,2_132
10_72,5_44
10_72,5_48
10_72,5_111
10_72,6_162
10_72,6_163
10_72,7_126
10_72,10_84
10_72,12_101
10_72,27_44
10_72,27_91
10_74,6_110
10_74,17_17
10_76,27_14
10_78,6_45
10_80,20_65
10_80,20_66
10_82,7_116
10_82,7_118
10_82,20_67
10_82,20_68
10_82,20_69
10_82,26_46
10_82,26_47
10_82,26_48
10_83,7_129
10_84,1_5
10_84,11_123
10_84,39_36
10_84,65_3
10_84,67_29
10_84,73_9
10_87,2_153
10_88,10_89
10_88,20_131
10_88,71_26
10_88,71_27
10_90,20_77
10_90,26_61
10_90,26_62
10_90,26_63
10_90,40_84
10_90,40_85
10_91,28_41
10_93,4_157
10_93,4_158
10_93,7_137
10_93,26_57
10_93,26_58
10_93,26_59
10_94,7_157
10_97,6_111
10_97,10_88
10_98,36_30
10_98,37_147
10_98,37_148
10_98,43_23
10_98,51_52
10_99,2_272
10_99,11_118
10_99,11_119
10_99,13_31
10_99,13_40
10_99,26_3
10_99,28_56
10_99,35_8
10_99,88_21
10_99,88_22
10_101,10_96
10_101,10_97
10_103,6_12
11_2,16_36
11_2,21_25
11_3,16_97
11_6,6_38
11_6,6_59
11_7,23_115
11_7,23_116
11_7,29_61
11_7,30_27
11_7,31_28
11_7,38_27
11_7,43_87
11_7,51_56
11_8,3_110
11_8,3_113
11_8,7_159
11_8,10_47
11_8,12_45
11_8,16_36
11_8,16_120
11_8,28_23
11_8,43_23
11_11,70_19
11_11,70_20
11_11,70_21
11_11,70_22
11_11,103_1
11_11,103_2
11_11,103_3
11_12,15_97
11_12,15_98
11_12,15_99
11_12,25_7
11_12,25_8
11_15,17_18
11_15,17_19
11_15,17_20
11_15,17_21
11_15,42_20
11_17,2_1
11_17,2_2
11_17,6_19
11_17,6_116
11_17,7_158
11_17,12_103
11_17,30_30
11_17,32_1
11_17,32_2
11_17,34_20
11_20,14_42
11_20,16_88
11_20,67_10
11_21,2_166
11_21,17_97
11_21,19_81
11_21,19_82
11_21,29_25
11_21,46_6
11_24,8_23
11_24,35_19
11_24,35_20
11_24,35_21
11_24,35_22
11_24,35_23
11_24,35_24
11_24,59_20
11_27,43_23
11_29,6_52
11_29,6_53
11_29,18_28
11_36,54_10
11_36,71_26
11_40,54_11
11_40,54_12
11_40,54_13
11_40,54_14
11_41,7_167
11_41,13_6
11_41,23_28
11_41,23_29
11_41,39_67
11_41,43_12
11_41,43_13
11_41,43_14
11_42,54_13
11_42,54_14
11_42,54_15
11_42,69_11
11_42,69_12
11_46,11_40
11_46,11_42
11_46,24_11
11_46,24_15
11_46,39_53
11_46,66_10
11_48,11_44
11_49,37_171
11_49,37_172
11_49,37_173
11_49,40_51
11_49,40_52
11_52,71_11
11_56,82_6
11_61,2_186
11_69,11_74
11_69,29_31
11_69,51_26
11_69,51_27
11_70,51_26
11_71,2_133
11_72,51_29
11_74,29_31
11_74,29_32
11_78,15_70
11_78,15_71
11_78,15_72
11_78,26_165
11_78,26_166
11_81,54_37
11_81,54_38
11_81,54_39
11_82,51_33
11_82,53_53
11_82,53_54
11_83,7_84
11_83,53_53
11_86,5_100
11_94,7_88
11_94,26_187
11_94,26_189
11_97,73_16
11_97,79_21
11_97,79_22
11_97,79_23
11_97,79_24
11_97,79_25
11_97,79_26
11_98,7_38
11_98,33_67
11_98,33_68
11_99,28_41
11_99,28_42
11_99,40_46
11_103,14_13
11_103,14_14
11_103,18_47
11_103,40_51
11_105,20_108
11_105,78_38
11_105,42_7
11_107,4_57
11_107,6_128
11_107,14_48
11_108,11_107
11_108,21_23
11_110,17_15
11_110,20_129
11_110,20_130
11_111,36_32
11_116,3_104
11_117,11_101
11_117,41_46
11_118,10_99
11_119,11_105
11_119,51_56
12_3,39_23
12_4,12_100
12_7,2_136
12_19,7_54
12_20,72_13
12_21,28_26
12_24,10_61
12_24,13_33
12_24,17_32
12_24,82_10
12_38,14_28
12_40,12_103
12_50,2_260
12_51,12_26
12_52,12_53
12_53,12_51
12_53,12_52
12_57,12_55
12_57,38_39
12_57,38_40
12_64,12_12
12_76,58_11
12_89,16_119
12_92,94_5
12_92,94_6
12_96,12_94
12_99,12_69
12_100,7_53
12_100,12_4
12_101,7_126
12_101,19_23
12_101,19_27
12_101,19_28
12_101,71_28
12_102,3_44
12_102,28_44
12_102,28_45
12_102,28_46
12_102,38_69
12_102,38_70
12_103,6_116
12_106,4_142
12_106,31_13
12_107,7_97
12_107,7_98
12_107,7_99
12_107,16_45
12_107,16_46
12_107,16_47
12_108,17_44
12_109,3_42
12_109,3_43
12_109,5_75
12_109,9_97
12_109,21_8
12_109,21_9
12_109,22_46
12_109,25_20
12_109,28_7
12_109,40_51
12_109,40_52
12_109,46_9
12_110,2_214
13_1,12_103
13_2,7_54
13_2,22_65
13_2,36_38
13_2,41_37
13_2,65_12
13_5,46_33
13_6,6_147
13_6,7_167
13_6,8_32
13_6,15_6
13_6,15_7
13_6,15_8
13_6,15_49
13_6,15_50
13_6,29_53
13_6,29_54
13_6,35_45
13_6,38_16
13_6,42_18
13_6,70_1
13_7,2_272
13_7,17_59
13_7,35_24
13_8,23_12
13_8,23_13
13_8,23_14
13_8,31_34
13_8,39_6
13_8,53_32
13_10,10_61
13_10,11_5
13_10,20_7
13_10,27_25
13_10,58_1
13_11,50_18
13_13,13_8
13_13,13_11
13_13,17_44
13_13,27_50
13_13,27_51
13_15,16_48
13_16,18_49
13_16,19_93
13_16,19_94
13_16,19_95
13_16,34_23
13_16,39_3
13_16,53_26
13_17,2_17
13_17,2_19
13_17,24_39
13_17,24_40
13_17,29_43
13_18,10_26
13_18,18_87
13_18,18_88
13_19,6_115
13_19,59_20
13_22,41_34
13_22,41_35
13_26,4_77
13_26,23_55
13_26,23_56
13_26,87_16
13_26,87_17
13_27,6_111
13_27,10_96
13_27,10_97
13_27,10_101
13_27,21_5
13_29,11_108
13_29,56_30
13_30,6_34
13_30,16_63
13_30,17_110
13_31,14_47
13_31,21_44
13_31,46_27
13_32,11_102
13_32,22_48
13_33,5_41
13_33,6_59
13_33,10_61
13_33,11_6
13_33,13_10
13_33,16_37
13_33,20_7
13_33,41_25
13_33,53_23
13_33,57_4
13_34,25_11
13_34,25_12
13_34,25_13
13_34,25_14
13_34,25_15
13_34,89_25
13_34,89_26
13_35,4_57
13_35,23_115
13_35,47_15
13_35,56_30
13_35,56_32
13_35,56_33
13_35,59_20
13_35,76_14
13_36,2_121
13_36,3_199
13_36,17_107
13_36,17_108
13_36,17_109
13_37,41_42
13_38,18_110
13_38,22_70
13_39,2_106
13_39,2_284
13_39,44_3
13_39,44_4
13_40,88_21
13_40,88_22
13_40,88_23
13_40,88_24
13_40,88_25
13_40,88_26
13_41,46_27
13_42,8_30
13_42,27_50
13_42,27_51
13_42,27_52
13_43,7_156
13_43,7_157
13_43,26_197
13_43,112_1
13_43,112_2
13_43,112_3
13_43,112_4
14_1,2_257
14_1,57_9
14_2,7_158
14_4,7_158
14_6,2_49
14_6,7_168
14_7,7_167
14_8,39_7
14_8,64_6
14_9,3_119
14_10,11_3
14_13,7_88
14_13,7_128
14_13,7_137
14_13,8_30
14_13,17_76
14_13,21_105
14_13,27_56
14_13,37_171
14_13,37_172
14_13,37_173
14_13,58_21
14_14,55_46
14_14,79_37
14_14,79_38
14_14,79_39
14_14,79_40
14_14,79_41
14_15,8_19
14_15,8_32
14_15,50_24
14_15,50_25
14_15,50_26
14_16,18_29
14_16,18_79
14_16,38_57
14_16,38_58
14_16,47_15
14_17,22_21
14_17,35_36
14_17,37_64
14_17,37_65
14_17,37_66
14_17,37_67
14_17,37_68
14_17,38_55
14_17,38_56
14_17,38_57
14_17,38_58
14_17,41_46
14_17,44_43
14_17,44_44
14_17,44_45
14_17,44_46
14_17,44_47
14_17,44_48
14_17,44_49
14_17,44_50
14_17,55_43
14_17,55_44
14_17,56_41
14_17,56_42
14_17,56_43
14_17,56_44
14_18,2_264
14_18,3_117
14_18,25_23
14_19,4_133
14_19,5_54
14_19,35_15
14_19,35_16
14_19,35_17
14_19,36_77
14_19,36_78
14_19,36_79
14_19,36_80
14_19,36_81
14_19,36_82
14_19,36_83
14_19,46_33
14_19,47_38
14_21,7_38
14_21,7_39
14_21,33_66
14_21,33_67
14_21,33_68
14_21,34_31
14_21,34_32
14_21,34_33
14_21,40_47
14_21,40_48
14_22,4_120
14_22,5_116
14_22,5_119
14_22,19_82
14_22,40_10
14_22,46_5
14_22,46_6
14_23,10_10
14_23,13_23
14_23,13_24
14_23,25_75
14_23,39_73
14_27,6_93
14_27,7_40
14_27,16_32
14_27,22_31
14_27,56_88
14_27,56_89
14_28,2_243
14_28,14_24
14_28,25_18
14_30,10_70
14_30,31_24
14_31,2_123
14_31,2_254
14_31,57_15
14_33,7_54
14_33,31_29
14_33,36_40
14_33,39_5
14_35,2_126
14_35,3_96
14_35,3_97
14_35,14_39
14_35,29_67
14_36,5_118
14_37,28_57
14_43,20_108
14_43,20_111
14_43,54_8
