Source,Target
27_47,36_18
27_47,36_19
27_48,54_29
27_48,91_12
27_51,11_65
27_55,26_165
27_55,26_166
27_59,37_180
27_59,37_181
27_59,37_182
27_60,13_33
27_60,16_17
27_60,29_63
27_60,39_9
27_60,39_22
27_60,43_87
27_61,25_53
27_61,40_64
27_62,2_30
27_62,6_133
27_62,6_165
27_62,16_53
27_62,17_67
27_63,6_97
27_63,16_16
27_64,20_54
27_64,23_117
27_64,30_27
27_64,57_4
27_64,85_12
27_64,85_13
27_64,86_11
27_64,86_12
27_65,6_59
27_65,7_187
27_65,31_34
27_66,18_48
27_66,19_38
27_72,17_51
27_72,29_54
27_74,11_5
27_74,13_10
27_74,20_7
27_75,22_70
27_76,19_34
27_83,37_22
27_83,81_7
27_84,75_31
27_84,75_32
27_84,77_35
27_84,77_36
27_84,77_37
27_87,17_52
27_87,30_25
27_87,70_43
27_88,18_47
27_88,20_105
27_88,20_106
27_88,20_107
27_88,52_9
27_88,52_10
27_89,21_103
27_89,34_37
27_89,41_40
27_91,10_104
27_91,106_3
27_91,106_4
27_92,3_58
27_92,11_12
27_92,13_40
27_92,28_3
27_93,41_53
28_3,12_3
28_6,7_137
28_6,26_59
28_7,20_39
28_13,2_216
28_13,4_19
28_25,11_89
28_26,12_21
28_28,2_203
28_30,28_44
28_31,20_17
28_31,20_18
28_31,20_20
28_34,20_27
28_34,20_28
28_34,20_29
28_34,20_30
28_34,20_31
28_34,20_32
28_35,5_67
28_35,19_53
28_35,20_36
28_35,33_39
28_35,33_69
28_35,40_51
28_35,40_52
28_35,58_21
28_38,26_29
28_38,43_54
28_38,79_23
28_38,79_24
28_38,79_25
28_38,79_26
28_39,89_13
28_39,89_14
28_41,47_13
28_42,11_99
28_42,26_23
28_42,26_29
28_42,40_36
28_42,40_37
28_43,69_9
28_43,69_10
28_44,3_44
28_44,11_49
28_44,11_100
28_44,12_102
28_44,20_99
28_47,4_165
28_47,5_19
28_47,6_156
28_47,6_157
28_47,19_52
28_47,26_10
28_47,79_16
28_48,10_78
28_48,23_48
28_49,5_44
28_49,6_91
28_49,6_92
28_49,6_154
28_49,6_155
28_49,46_30
28_52,2_121
28_52,3_199
28_52,5_82
28_52,5_83
28_52,17_107
28_52,17_108
28_52,25_72
28_52,36_1
28_52,36_2
28_56,2_272
28_56,9_113
28_56,12_103
28_58,16_112
28_58,16_113
28_59,6_19
28_59,7_158
28_59,11_17
28_59,17_15
28_59,17_58
28_59,42_7
28_60,3_198
28_60,13_26
28_60,16_96
28_60,87_16
28_60,87_17
28_61,37_57
28_61,37_158
28_62,6_94
28_63,2_166
28_63,2_167
28_63,19_81
28_63,19_82
28_63,29_25
28_63,46_5
28_63,46_6
28_64,18_52
28_64,18_53
28_68,33_36
28_69,13_10
28_73,25_62
28_78,22_73
28_78,39_49
28_78,41_50
28_80,32_17
28_84,27_90
28_85,5_109
28_85,7_6
28_85,39_69
28_85,110_1
28_85,110_2
28_85,110_3
28_88,29_3
28_88,29_4
28_88,55_26
28_88,55_27
29_2,2_214
29_2,3_142
29_3,2_143
29_6,41_46
29_7,4_40
29_8,17_23
29_8,17_24
29_10,4_141
29_10,5_52
29_10,22_11
29_11,3_179
29_11,47_31
29_12,35_18
29_12,70_10
29_12,70_11
29_13,16_25
29_14,10_96
29_14,10_97
29_15,23_12
29_15,23_13
29_15,36_41
29_15,36_42
29_15,36_43
29_15,36_44
29_15,67_5
29_15,69_11
29_15,69_12
29_17,1_5
29_17,66_11
29_19,30_27
29_20,41_53
29_20,52_35
29_20,52_36
29_24,37_97
29_24,37_98
29_25,7_38
29_25,43_67
29_27,2_133
29_27,11_71
29_27,16_120
29_27,16_121
29_27,16_122
29_27,19_49
29_27,21_72
29_27,53_37
29_35,37_137
29_35,37_138
29_36,60_6
29_44,20_15
29_44,53_31
29_45,2_152
29_45,11_87
29_46,16_125
29_46,20_44
29_46,57_25
29_48,6_38
29_48,7_157
29_48,25_5
29_48,25_6
29_49,10_96
29_49,10_97
29_49,54_17
29_50,2_272
29_50,17_59
29_50,18_17
29_51,20_133
29_51,26_197
29_52,69_44
29_52,69_45
29_52,69_46
29_52,69_47
29_53,8_32
29_54,18_29
29_55,7_41
29_55,21_39
29_55,39_16
29_55,52_13
29_55,52_14
29_55,52_15
29_55,52_16
29_55,54_48
29_55,54_49
29_60,11_6
29_65,17_67
29_66,28_8
29_67,14_28
29_67,106_1
29_67,106_2
29_67,106_3
29_67,106_4
30_4,5_82
30_4,5_83
30_4,30_1
30_4,30_2
30_4,30_3
30_4,30_4
30_4,30_5
30_4,30_6
30_4,5_82
30_4,5_83
30_10,5_49
30_10,6_110
30_10,61_5
30_18,91_3
30_18,91_4
30_18,92_1
30_18,92_2
30_18,93_1
30_18,93_2
30_19,7_57
30_19,22_5
30_19,22_6
30_19,22_7
30_19,36_33
30_19,36_34
30_21,7_189
30_24,22_5
30_25,17_52
30_25,22_65
30_25,35_41
30_25,36_53
30_25,79_13
30_25,79_14
30_27,42_11
30_28,16_62
30_30,3_97
30_30,6_116
30_30,12_103
30_32,6_159
30_33,7_172
30_36,11_10
30_36,11_11
30_39,74_6
30_41,7_168
30_47,6_54
30_48,7_57
30_51,51_42
30_51,56_63
30_51,56_64
30_51,56_65
30_51,56_66
30_51,56_67
30_53,6_36
30_53,27_80
30_57,41_24
30_58,10_96
30_58,10_97
30_60,39_65
31_3,39_23
31_3,17_82
31_3,41_44
31_12,30_44
31_13,6_82
31_14,2_233
31_14,17_23
31_14,17_24
31_14,46_15
31_16,21_47
31_16,99_7
31_16,99_8
31_18,17_37
31_18,28_19
31_21,2_170
31_24,10_69
31_24,10_70
31_27,17_85
31_27,18_109
31_28,36_82
31_28,54_50
31_28,79_13
31_28,79_14
31_29,22_70
31_29,65_12
31_32,17_67
31_32,29_65
31_32,35_32
31_33,4_120
31_34,6_59
31_34,7_187
32_5,65_12
32_12,6_27
32_12,6_28
32_12,6_29
32_12,19_38
32_12,67_10
32_13,10_99
32_14,45_34
32_14,78_24
32_14,78_25
32_14,78_26
32_14,78_27
32_14,78_28
32_14,78_29
32_14,78_30
32_17,40_60
32_17,46_16
32_18,38_28
32_18,45_21
32_18,59_20
32_20,22_22
32_23,17_2
32_24,45_16
32_24,45_17
32_26,7_92
32_26,19_98
32_26,22_45
32_26,22_46
32_26,27_52
32_27,18_8
32_27,36_33
32_27,36_34
32_27,36_35
32_27,80_24
32_27,80_25
32_27,80_26
32_27,80_27
32_27,80_28
32_27,80_29
32_27,80_30
32_27,80_31
32_27,80_32
32_29,2_89
32_29,8_19
32_29,14_15
32_29,26_118
32_29,34_26
32_29,40_83
32_29,40_84
32_29,40_85
32_30,6_106
32_30,52_30
33_4,33_40
33_4,58_2
33_5,2_225
33_5,2_286
33_5,4_23
33_5,33_37
33_6,4_65
33_6,33_40
33_7,3_81
33_7,42_13
33_10,33_11
33_14,33_13
33_16,4_77
33_22,2_214
33_23,33_13
33_23,33_15
33_24,3_179
33_24,47_31
33_25,8_33
33_26,2_89
33_27,48_29
33_29,33_37
33_30,6_88
33_30,39_4
33_30,39_65
33_30,43_81
33_35,2_238
33_35,3_43
33_35,23_5
33_35,23_6
33_35,23_7
33_35,30_26
33_35,33_41
33_35,33_42
33_35,39_9
33_35,49_14
33_35,64_16
33_36,4_65
33_36,24_63
33_37,4_23
33_37,33_4
33_37,33_5
33_37,33_53
33_39,7_158
33_40,6_124
33_40,26_221
33_40,26_222
33_41,4_103
33_41,33_35
33_42,30_17
33_42,30_18
33_43,2_151
33_43,2_152
33_43,2_157
33_43,40_7
33_43,40_8
33_43,40_9
33_44,10_10
33_44,36_58
33_45,2_143
33_45,4_41
33_49,2_236
33_49,2_237
33_50,2_257
33_50,6_1
33_50,10_84
33_50,11_34
33_50,16_48
33_52,4_128
33_52,5_5
33_52,33_50
33_52,33_51
33_53,2_125
33_53,33_37
33_53,66_5
33_54,40_19
33_55,24_31
33_56,2_155
33_56,2_156
33_56,2_157
33_56,9_103
33_56,17_23
33_56,33_41
33_56,33_42
33_56,33_43
33_56,94_4
33_63,16_1
33_63,21_1
33_63,54_1
33_66,15_2
33_66,25_27
33_66,25_28
33_66,25_29
33_69,19_53
34_1,28_70
34_1,92_13
34_3,10_53
34_3,64_7
34_5,38_28
34_5,59_20
34_6,7_43
34_6,30_56
34_6,36_52
34_9,36_81
34_9,40_57
34_9,51_47
34_9,51_48
34_16,27_22
34_16,27_23
34_16,27_24
34_19,2_61
34_19,16_112
34_19,28_58
34_19,34_15
34_19,34_16
34_20,7_17
34_20,17_62
34_22,35_13
34_23,2_255
34_23,21_28
34_23,53_26
34_25,10_41
34_25,109_1
34_25,109_2
34_25,109_3
34_25,109_4
34_25,109_5
34_25,109_6
34_26,30_14
34_26,30_15
34_26,30_16
34_28,6_116
34_28,7_158
34_28,12_103
34_28,14_4
34_28,25_1
34_29,42_18
34_30,11_104
34_30,11_105
34_30,71_4
34_33,7_38
34_34,6_53
34_34,6_123
34_34,7_75
34_34,7_76
34_34,11_27
34_34,17_16
34_34,26_111
34_35,9_55
34_35,23_55
34_35,23_56
34_35,74_11
34_35,74_12
34_35,74_13
34_35,74_14
34_35,74_15
34_35,74_16
34_35,74_17
34_39,17_21
34_40,5_116
34_40,25_17
34_41,4_117
34_45,40_82
34_45,46_26
34_46,26_214
34_46,111_1
34_48,40_15
34_49,17_81
34_49,21_18
34_51,32_12
34_53,18_22
34_53,45_32
34_54,40_84
34_54,40_85
35_2,10_107
35_5,31_33
35_5,57_13
35_5,57_14
35_6,18_50
35_9,22_5
35_10,4_139
35_10,4_142
35_10,10_65
35_10,63_8
35_11,6_59
35_11,13_8
35_11,13_9
35_12,55_22
35_12,55_23
35_14,19_81
35_14,19_82
35_14,46_5
35_14,46_6
35_18,31_33
35_18,80_34
35_18,80_35
35_18,80_36
35_18,80_37
35_22,6_122
35_22,11_24
35_22,56_43
35_22,56_44
35_24,13_7
35_24,16_36
35_27,13_4
35_28,13_4
35_28,30_22
35_32,29_13
35_32,35_34
35_32,35_35
35_32,35_36
35_35,69_24
35_36,17_97
35_36,20_74
35_36,43_74
35_36,43_75
35_36,43_77
35_36,78_30
35_37,17_15
35_37,40_11
35_37,40_12
35_37,43_77
35_37,43_78
35_37,53_56
35_37,67_8
35_37,67_9
35_39,27_62
35_41,2_255
35_41,22_65
35_41,30_25
35_42,6_156
35_42,6_157
35_42,37_167
35_42,37_168
35_42,37_169
35_42,37_170
35_43,10_23
35_43,13_11
35_43,48_10
36_5,42_52
36_5,42_53
36_6,7_158
36_8,17_29
36_9,10_96
36_9,10_97
36_10,10_96
36_10,10_97
36_11,67_12
36_12,17_71
36_12,18_49
36_12,39_69
36_12,57_17
36_15,14_10
36_15,17_94
36_15,23_34
36_15,29_52
36_15,64_6
36_19,4_78
36_19,7_131
36_19,27_47
36_23,10_107
36_26,36_20
36_28,28_43
36_28,36_14
36_28,36_15
36_28,36_16
36_28,36_17
36_31,23_37
36_32,11_111
36_36,51_49
36_37,7_54
36_37,22_61
36_38,6_96
36_38,14_33
36_38,41_12
36_39,2_189
36_39,10_5
36_39,17_12
36_42,69_11
36_42,69_12
36_48,42_18
36_51,70_43
36_52,30_55
36_52,30_56
36_52,37_20
36_52,37_21
36_53,16_77
36_53,17_52
36_53,79_13
36_53,79_14
36_58,33_44
36_59,10_28
36_59,30_14
36_59,30_43
36_59,37_22
36_59,37_23
36_62,45_28
36_64,52_13
36_64,52_14
36_64,52_15
36_68,22_5
36_68,30_54
36_69,41_42
36_69,53_32
36_70,6_19
36_70,11_17
36_77,76_2
36_77,77_20
36_77,77_21
36_77,77_22
36_81,40_57
36_81,46_33
36_83,23_88
36_83,67_1
37_3,77_5
37_3,77_6
37_5,55_17
37_5,70_40
37_6,15_16
37_6,15_17
37_6,15_18
37_6,67_5
37_8,34_23
37_9,67_5
37_10,72_8
37_10,72_9
37_10,72_10
37_11,40_57
37_18,27_87
37_18,40_60
37_23,17_97
37_27,34_31
37_27,34_32
37_27,34_33
37_27,40_47
37_27,40_48
37_37,41_43
37_40,19_71
37_40,19_72
37_40,74_38
37_40,74_39
37_40,95_4
37_40,95_5
37_40,95_6
37_40,103_1
37_40,103_2
37_40,103_3
37_47,56_17
37_47,56_18
37_47,56_19
37_48,12_32
37_48,55_70
37_51,6_112
37_51,114_1
37_51,114_2
37_51,114_3
37_51,114_4
37_51,114_5
37_51,114_6
37_57,7_43
37_58,52_19
37_62,23_20
37_62,56_51
37_62,56_52
37_63,17_60
37_66,88_6
37_66,88_7
37_68,25_24
37_68,55_44
37_76,37_77
37_89,21_63
37_101,11_71
37_101,15_53
37_101,37_112
37_102,19_54
37_102,19_55
37_105,53_37
37_105,65_2
37_105,65_3
37_112,11_71
37_112,19_53
37_112,51_28
37_113,11_48
37_117,21_48
37_143,21_87
37_143,21_88
37_147,2_74
37_147,4_77
37_147,53_9
37_148,10_98
37_149,16_58
37_149,53_21
37_149,53_22
37_150,43_19
37_153,17_40
37_153,37_154
37_163,7_179
37_163,51_8
37_163,51_9
37_166,21_26
37_166,21_27
37_166,21_28
37_166,21_29
37_166,37_1
37_169,6_156
37_169,6_157
37_169,35_42
37_171,40_51
37_171,58_21
38_1,21_10
38_1,38_14
38_1,38_64
38_3,21_12
38_3,21_13
38_4,10_2
38_6,28_56
38_8,43_31
38_8,43_32
38_9,4_53
38_9,4_54
38_9,4_55
38_9,17_100
38_8,54_25
38_9,54_26
38_11,4_55
38_11,17_100
38_11,54_25
38_11,54_26
38_11,54_44
38_11,54_45
38_11,54_46
38_16,8_32
38_17,51_47
38_18,34_10
38_24,6_84
38_24,6_90
38_30,27_16
38_41,21_83
38_44,65_2
38_44,65_3
38_51,56_18
38_54,11_108
38_54,13_35
38_54,16_96
38_54,41_8
38_59,7_38
38_63,7_44
38_63,7_48
38_63,7_49
38_83,17_62
38_83,17_65
38_85,17_63
38_85,32_13
38_87,6_19
38_87,11_17
39_1,26_192
39_1,26_193
39_1,26_194
39_1,26_195
39_1,41_41
39_1,41_42
39_3,16_36
39_3,16_74
39_3,21_25
39_3,34_40
39_3,34_41
39_4,21_17
39_4,43_81
39_5,7_54
39_6,4_1
39_6,6_143
39_6,6_144
39_6,23_14
39_7,14_8
39_8,10_12
39_8,14_30
39_8,17_67
39_8,31_24
39_9,3_113
39_10,4_97
39_16,7_41
39_16,29_55
39_18,7_145
39_21,18_45
39_21,25_48
39_22,6_122
39_23,3_7
39_23,6_88
39_23,8_2
39_23,8_3
39_23,8_4
39_23,13_33
39_23,25_73
39_23,38_49
39_23,38_55
39_23,82_13
39_23,82_14
39_23,83_7
39_23,83_18
39_24,41_40
39_24,54_48
39_24,67_22
39_27,29_43
39_27,30_28
39_30,3_144
39_30,102_8
39_35,46_16
39_38,11_54
39_38,11_55
39_38,11_56
39_41,11_12
39_41,13_40
39_42,6_60
39_42,6_61
39_44,2_255
39_45,37_35
39_49,28_78
39_51,28_76
39_51,28_77
39_51,28_78
39_49,34_35
39_53,2_255
39_53,4_110
39_53,4_145
39_53,4_146
39_53,5_73
39_53,5_74
39_53,9_104
39_53,11_46
39_53,16_90
39_53,25_68
39_53,25_70
39_53,28_38
39_53,65_2
39_53,65_3
39_53,79_24
39_53,85_10
39_58,6_28
39_58,35_14
39_65,6_88
39_68,17_52
39_68,30_25
39_68,37_24
39_68,40_16
39_68,79_13
39_68,79_14
39_69,4_40
39_69,21_47
39_71,17_97
39_71,19_85
39_71,19_86
39_71,52_13
39_71,67_8
39_71,67_9
39_71,67_10
39_71,67_11
39_74,3_194
39_74,7_43
39_74,21_105
39_74,35_34
39_74,35_35
39_74,76_14
39_75,3_196
39_75,3_197
39_74,6_1
39_75,13_41
39_75,14_34
39_75,15_49
39_75,15_50
39_75,31_24
39_75,40_1
39_75,40_2
39_75,40_3
39_75,40_4
39_75,40_5
39_75,40_6
39_75,40_7
39_75,69_17
40_3,13_41
40_3,14_34
40_3,15_49
40_3,15_50
40_4,3_196
40_4,3_197
40_4,31_24
40_7,69_17
40_8,52_21
40_11,2_28
40_11,6_27
40_11,6_28
40_11,23_107
40_11,23_108
40_11,32_12
40_11,35_37
40_12,6_28
40_15,16_2
40_15,26_192
40_15,26_193
40_15,26_194
40_15,26_195
40_15,70_3
40_15,70_4
40_17,31_28
40_17,54_50
40_18,16_1
40_18,21_1
40_18,53_57
40_18,53_58
40_18,54_1
40_18,67_27
40_18,78_38
40_20,53_31
40_21,30_9
40_21,46_26
40_24,51_52
40_24,51_53
40_25,7_129
40_28,28_20
40_28,40_26
40_28,44_17
40_28,44_18
40_28,44_19
40_28,44_20
40_28,44_21
40_29,11_97
40_29,17_102
40_29,20_79
40_29,27_14
40_29,42_23
40_32,7_44
40_32,7_50
40_32,55_33
40_32,69_17
40_33,75_11
40_33,75_12
40_36,28_38
40_38,40_29
40_43,35_14
40_43,46_5
40_43,46_6
40_48,7_38
40_49,23_108
40_57,46_33
40_60,22_78
40_64,2_21
40_64,2_22
40_65,40_14
40_67,22_5
40_70,77_15
40_72,37_68
40_72,44_43
40_72,44_44
40_72,44_45
40_72,44_46
40_72,44_47
40_72,44_48
40_72,44_49
40_72,44_50
40_72,55_43
40_72,55_44
40_72,56_41
40_72,56_42
40_72,56_43
40_72,56_44
40_72,56_51
40_72,56_52
40_72,56_53
40_72,56_54
40_72,56_55
40_72,56_56
40_74,6_23
40_79,36_72
40_84,10_88
40_84,10_90
40_84,10_91
41_2,16_102
41_2,26_192
41_2,26_193
41_2,26_194
41_2,11_1
41_2,41_42
41_5,41_13
41_7,91_9
41_7,91_10
41_8,6_141
41_8,11_108
41_8,18_3
41_8,49_17
41_7,52_27
41_7,79_18
41_7,87_14
41_8,87_15
41_9,2_29
41_9,4_42
41_9,4_56
41_9,4_58
41_9,4_96
41_9,6_23
41_9,7_54
41_9,15_2
41_9,23_101
41_9,37_27
41_9,39_68
41_9,79_27
41_9,79_28
41_9,79_29
41_9,79_30
41_9,79_31
41_9,79_32
41_9,79_33
41_10,14_34
41_12,41_9
41_12,41_10
41_12,50_38
41_12,50_39
41_14,46_21
41_15,51_47
41_16,54_19
41_16,69_6
41_16,69_7
41_19,19_86
41_21,36_65
41_24,23_106
41_24,23_107
41_24,23_108
41_25,43_36
41_25,43_37
41_26,7_204
41_29,7_38
41_29,16_88
41_36,7_199
41_36,7_200
41_36,23_96
41_36,23_97
41_36,23_98
41_38,6_89
41_44,2_171
41_44,17_82
41_44,26_198
41_44,26_199
41_45,42_14
41_45,46_35
41_47,6_59
41_47,7_187
41_47,13_8
41_47,35_11
41_47,79_44
41_48,18_53
41_51,10_12
41_51,51_39
41_51,96_6
41_51,96_7
41_53,4_166
42_4,13_9
42_4,34_23
42_5,40_7
42_7,11_103
42_7,11_104
42_7,11_105
42_7,64_9
42_10,4_59
42_13,5_48
42_13,21_25
42_13,33_7
42_15,10_41
42_15,34_26
42_17,55_7
42_17,55_8
42_17,55_9
42_17,57_25
42_18,30_27
42_18,34_29
42_19,11_6
42_20,17_18
42_20,17_19
42_20,17_20
42_20,17_21
42_23,4_40
42_23,33_33
42_24,17_11
42_24,69_44
42_24,69_45
42_24,69_46
42_24,69_47
42_24,96_18
42_25,4_110
42_26,3_195
42_26,6_36
42_26,39_18
42_28,30_49
42_30,35_45
42_30,99_7
42_30,99_8
42_38,3_159
42_39,12_92
42_40,2_194
42_40,5_45
42_40,16_126
42_44,6_27
42_44,6_28
42_44,18_17
42_47,75_10
42_48,2_272
42_48,13_40
42_48,75_11
42_48,75_12
42_50,19_21
42_52,41_44
43_3,26_195
43_4,56_77
43_4,56_78
43_4,56_79
43_4,56_80
43_4,80_11
43_4,80_12
43_4,80_13
43_4,80_14
43_4,80_15
43_4,80_16
43_8,33_62
43_8,40_82
43_8,40_85
43_8,43_56
43_14,2_197
43_14,7_26
43_15,6_136
43_15,53_21
43_15,53_22
43_20,16_36
43_20,43_45
43_21,30_35
43_22,21_92
43_23,51_52
43_23,51_53
43_36,4_115
43_36,41_25
43_36,61_5
43_44,21_10
43_44,26_214
43_45,16_36
43_48,7_133
43_48,7_134
43_48,7_135
43_51,79_23
43_51,79_24
43_51,79_25
43_52,20_26
43_57,21_26
43_57,21_98
43_57,21_101
43_61,4_159
43_67,29_25
43_72,7_43
43_72,39_57
43_77,35_36
43_77,87_11
43_77,87_12
43_77,87_13
43_79,27_50
43_81,31_14
43_81,39_4
43_81,46_15
43_84,6_3
43_88,25_30
43_88,43_80
44_3,2_185
44_3,97_1
44_8,7_158
44_10,38_86
44_11,52_13
44_11,52_14
44_12,6_27
44_12,14_44
44_13,34_51
44_13,34_52
44_13,34_53
44_13,34_54
44_13,89_23
44_13,89_24
44_15,6_28
44_15,7_88
44_15,7_89
44_15,10_98
44_15,23_75
44_18,20_47
44_19,40_60
44_21,10_88
44_21,10_89
44_23,20_77
44_28,7_137
44_28,26_59
44_31,23_46
44_31,28_4
44_31,29_39
44_32,3_42
44_32,7_144
44_38,23_115
44_38,23_116
44_38,38_27
44_41,23_101
44_41,70_10
44_41,70_11
44_48,22_19
44_48,22_20
44_50,52_13
44_50,52_14
44_50,52_15
44_50,75_34
44_50,75_35
44_54,55_56
44_54,55_58
44_54,55_60
44_59,40_51
44_59,40_52
44_59,58_21
45_3,2_164
45_13,16_53
45_21,59_20
45_23,7_186
45_26,2_28
45_26,11_104
45_26,30_27
45_26,64_9
45_26,70_6
45_26,70_7
45_26,77_12
45_26,77_13
45_28,39_69
45_28,75_13
45_28,75_14
45_28,75_15
45_29,18_49
46_6,19_81
46_6,19_82
46_6,29_25
46_8,25_5
46_8,25_6
46_8,48_2
46_8,69_44
46_8,69_45
46_8,69_46
46_8,69_47
46_8,72_22
46_8,72_23
46_9,48_5
46_10,17_107
46_10,17_108
46_10,28_53
46_11,6_53
46_15,2_233
46_15,17_23
46_15,29_8
46_15,31_14
46_15,43_81
46_21,2_66
46_21,41_13
46_21,41_14
46_21,42_18
46_25,51_42
46_29,2_200
46_29,6_130
46_29,9_122
46_29,12_109
46_29,25_20
46_29,29_27
46_29,41_12
46_29,55_13
46_29,55_22
46_29,62_10
46_29,72_1
46_29,72_19
46_29,110_1
46_29,110_2
46_29,110_3
46_30,6_115
46_30,9_33
46_31,18_107
46_31,55_46
46_31,55_47
46_31,55_74
46_31,71_4
46_33,40_57
46_35,10_45
46_35,73_11
46_35,79_46
46_35,86_17
47_1,25_23
47_4,2_193
47_4,3_142
47_4,8_67
47_4,8_68
47_4,9_5
47_4,9_14
47_4,9_15
47_5,10_9
47_7,22_40
47_13,11_20
47_14,13_19
47_14,59_20
47_15,37_46
47_15,37_47
47_15,44_55
47_15,55_52
47_15,56_19
47_18,16_1
47_18,21_1
47_18,34_52
47_18,53_56
47_18,53_57
47_18,54_1
47_18,89_23
47_19,6_60
47_19,11_6
47_20,4_77
47_27,4_81
47_27,6_93
47_27,8_50
47_33,4_48
48_2,48_5
48_5,3_185
48_10,4_80
48_10,9_111
48_10,19_71
48_10,19_72
48_10,48_18
48_10,48_24
48_15,9_83
48_20,2_216
48_24,48_25
48_26,37_35
48_26,48_24
48_26,60_10
48_29,5_54
48_29,9_72
48_29,9_123
49_2,24_63
49_5,49_17
49_7,23_71
49_7,33_6
49_11,4_29
49_11,68_11
49_11,104_1
49_12,12_87
49_14,52_21
50_1,10_2
50_1,31_27
50_1,38_1
50_1,38_2
50_5,51_8
50_5,51_9
50_6,67_3
50_6,67_4
50_7,51_49
50_11,40_57
50_11,41_39
50_11,46_33
50_14,26_105
50_15,30_27
50_15,36_78
50_15,36_79
50_16,15_9
50_16,56_85
50_18,82_10
50_18,82_11
50_18,82_12
50_18,13_39
50_22,17_13
50_22,17_14
50_22,19_38
50_22,32_12
50_27,14_22
50_35,10_26
50_38,40_57
50_38,46_33
50_38,79_27
50_40,17_79
50_44,17_52
50_44,31_28
50_44,54_8
50_44,54_50
50_45,2_272
50_45,13_40
50_45,15_97
50_45,15_98
50_45,15_99
50_45,28_56
50_45,88_21
50_45,88_22
51_9,37_161
51_9,37_162
51_9,37_163
51_10,80_17
51_16,69_24
51_18,3_17
51_18,12_98
51_25,4_86
51_26,11_69
51_28,11_70
51_28,11_71
51_28,11_72
51_28,11_73
51_31,11_74
51_31,11_75
51_31,11_76
51_34,29_32
51_39,11_80
51_39,22_9
51_43,41_17
51_56,31_25
51_60,21_32
51_60,52_10
51_60,52_11
51_60,52_12
51_60,52_13
51_60,52_14
51_60,81_6
52_5,21_32
52_6,81_6
52_19,69_24
52_20,37_44
52_21,74_38
52_21,74_39
52_21,74_40
52_21,74_41
52_23,37_46
52_23,37_47
52_23,56_19
52_24,56_17
52_24,56_18
52_44,15_14
52_44,15_15
52_47,32_21
52_49,17_79
53_1,56_75
53_1,56_76
53_1,56_77
53_1,56_78
53_1,56_79
53_1,56_80
53_5,81_19
53_5,81_20
53_5,81_21
53_6,27_67
53_9,2_74
53_9,4_77
53_9,37_147
53_10,94_4
53_13,5_67
53_13,6_103
53_13,31_34
53_13,42_51
53_13,81_23
53_18,20_23
53_24,4_123
53_26,2_255
53_26,34_23
53_27,43_19
53_32,4_31
53_32,4_49
53_32,39_53
53_33,75_31
53_33,75_32
53_35,34_39
53_37,2_124
53_37,16_123
53_37,30_17
53_38,35_18
53_39,36_12
53_40,9_105
53_44,67_2
53_46,75_36
53_46,75_37
53_46,75_38
53_46,75_39
53_46,75_40
53_50,69_6
53_50,69_7
53_50,89_6
53_50,89_7
53_50,89_8
53_54,26_173
53_56,46_9
53_57,34_46
53_57,54_1
53_60,17_109
53_62,10_101
53_62,54_6
54_1,16_1
54_1,21_1
54_5,6_149
54_5,10_101
54_8,74_9
54_8,74_10
54_9,26_116
54_15,36_41
54_15,36_42
54_15,69_11
54_15,69_12
54_17,19_97
54_17,38_29
54_28,26_155
54_29,91_12
54_37,11_79
54_37,15_71
54_49,11_7
54_49,25_2
54_49,87_1
54_49,87_2
54_49,87_3
54_51,34_54
55_5,6_96
55_5,36_40
55_6,22_18
55_7,57_25
55_9,26_182
55_11,3_59
55_11,3_60
55_17,70_40
55_17,73_9
55_19,25_53
55_22,6_130
55_22,35_12
55_26,28_88
55_27,18_28
55_27,76_9
55_33,10_27
55_33,75_10
55_33,75_11
55_33,75_12
55_37,25_25
55_37,69_16
55_37,84_1
55_37,84_2
55_39,15_92
55_39,15_93
55_39,77_35
55_39,77_36
55_44,33_53
55_44,40_71
55_44,40_72
55_44,88_5
55_46,55_62
55_46,79_40
55_54,69_23
55_54,76_14
55_60,10_26
55_64,55_48
55_66,55_50
55_68,55_52
55_72,55_56
55_74,55_58
55_76,55_54
55_76,55_60
55_78,56_10
55_78,56_11
55_78,56_12
55_78,56_13
55_78,56_15
55_78,56_16
55_78,56_39
55_78,56_40
55_78,69_15
56_1,69_15
56_2,6_73
56_2,42_47
56_2,70_1
56_2,70_2
56_4,22_1
56_4,99_1
56_5,73_14
56_7,35_32
56_7,56_27
56_7,56_41
56_7,81_7
56_10,3_133
56_10,57_21
56_14,56_10
56_14,56_11
56_14,56_12
56_14,56_13
56_14,56_39
56_14,56_40
56_14,69_15
56_22,5_6
56_22,76_21
56_23,37_49
56_23,55_70
56_26,14_23
56_26,88_11
56_30,4_57
56_30,13_35
56_30,77_41
56_31,47_15
56_32,2_25
56_35,38_31
56_35,38_32
56_35,56_22
56_35,56_23
56_40,11_78
56_40,37_49
56_43,77_29
56_43,77_30
56_43,77_31
56_43,77_32
56_43,77_33
56_43,77_34
56_50,11_103
56_50,11_104
56_50,11_105
56_56,18_107
56_62,19_67
56_62,30_27
56_62,36_77
56_62,36_78
56_62,36_79
56_62,37_16
56_62,75_36
56_62,75_37
56_62,75_38
56_62,75_39
56_62,75_40
56_70,16_10
56_70,16_11
56_76,56_77
56_79,26_210
56_79,26_211
56_79,26_212
56_82,35_2
