Id,Label,timeset,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,Clustering Coefficient,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
28_65,,,1,0.000241,0.32764,0.02173,1,0,1,0,0,0,0,0.000001,0,22,0,0.000225,0,1039,0,0.029817
7_7,,,0,0,0,0,0,1,1,26,0.060899,0.065427,0,0,0.000699,21,0,0.000113,0,1941,0,0
7_8,,,0,0,0,0,0,9,9,26,0.068612,0.07885,0,0,0.000146,4,0,0.000113,0,1951,0,0
23_102,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.00002,0,4,0,0.000155,0,1950,0,0.006105
23_103,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.00002,0,4,0,0.000155,0,1949,0,0.006105
101_6,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000019,0,4,0,0.000123,0,1948,0,0.003053
101_7,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000019,0,4,0,0.000123,0,1947,0,0.003053
101_8,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000019,0,4,0,0.000123,0,1946,0,0.003053
101_9,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,1,0.000019,0,4,0,0.000123,0,1945,0,0.003053
101_10,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000019,0,4,0,0.000123,0,1943,0,0.003053
101_11,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000019,0,4,0,0.000123,0,1942,0,0.003053
7_9,,,0,0,0,0,0,3,3,27,0.066002,0.075603,0,0,0.006583,22,0.333333,0.000113,0,1953,0.333333,0
18_105,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000855,0,22,0,0.000145,0,1952,0,0.003053
7_10,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000226,25,0,0.000113,0,1954,0,0
7_11,,,1,0.000241,0.326918,0.019898,1,6,7,24,0.078175,0.088202,33187.405506,0.000002,0.000059,71,0,0.000277,0,1081,0,0.033454
15_28,,,3,0.000722,0.3274,0.018828,3,0,3,0,0,0,0,0.00009,0,71,0,0.000312,0,652,0,0.048725
15_29,,,2,0.000481,0.327159,0.018801,2,0,2,0,0,0,0,0.000088,0,71,0,0.000217,0,651,0,0.045672
23_12,,,4,0.000962,0.327159,0.02404,4,1,5,1,1,1,1360,0.000025,0,21,0,0.000258,0,649,0,0.072178
23_13,,,4,0.000962,0.327159,0.02404,4,6,10,1,1,1,6536.3,0.000025,0.000022,71,0,0.000258,0,647,0,0.072178
7_12,,,4,0.000962,0.326918,0.02117,4,2,6,25,0.072613,0.079833,34166.405506,0.000086,0.000018,71,0,0.000387,0,1081,0,0.059693
7_17,,,1,0.000241,0.3274,0.026618,1,2,3,2,0.75,0.833333,1361,0,0.000003,7,0,0.000262,0,589,0,0.073938
34_20,,,2,0.000481,0.3274,0.028972,2,2,4,2,0.75,0.833333,4081,0.000025,0,7,0,0.000351,0,589,0,0.232788
34_21,,,1,0.000241,0.32764,0.024652,1,0,1,0,0,0,0,0,0,7,0,0.000224,0,588,0,0.024093
7_18,,,0,0,0,0,0,3,3,25,0.080539,0.091009,0,0,0,7,0,0.000113,0,1961,0,0
17_63,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0,0,7,0,0.000192,0,1960,0,0.006105
17_64,,,1,0.000241,0.000241,0.000241,1,4,5,24,0.087443,0.100959,1743,0,0.000045,50,0,0.000145,0,1959,0,0.003053
17_65,,,2,0.000481,0.000722,0.000541,2,0,2,0,0,0,0,0,0,7,0,0.000233,0,1955,0,0.009092
7_20,,,0,0,0,0,0,3,3,16,0.106944,0.11988,0,0,0.000005,71,0,0.000113,0,1965,0,0
20_120,,,1,0.000241,0.000241,0.000241,1,2,3,24,0.065309,0.072471,113.666667,0.000001,0,71,0.333333,0.000145,0,1964,0.166667,0.003053
7_22,,,1,0.000241,0.000481,0.000321,1,2,3,23,0.069829,0.078702,1853.666667,0,0.000001,71,0.333333,0.000174,0,1963,0.166667,0.00604
7_21,,,2,0.000481,0.000722,0.000541,2,0,2,0,0,0,0,0,0,71,1,0.000248,0,1962,0.5,0.013511
7_24,,,0,0,0,0,0,1,1,28,0.060701,0.065365,0,0,0,91,0,0.000113,0,1966,0,0
7_25,,,1,0.000241,0.000241,0.000241,1,1,2,23,0.079826,0.091217,0,0.000043,0,106,0,0.000251,0,1967,0,0.008045
20_55,,,1,0.000241,0.000241,0.000241,1,2,3,22,0.086746,0.103118,1740,0,0.000332,106,0,0.000326,0,1967,0,0.008045
7_29,,,1,0.000241,0.3274,0.030564,1,1,2,2,0.6,0.666667,3028.25,0,0,18,0,0.000157,0,208,0,0.036226
21_104,,,1,0.000241,0.32764,0.027994,1,2,3,1,1,1,1669.25,0,0.000014,18,0,0.000246,0,207,0,0.014246
7_30,,,0,0,0,0,0,4,4,22,0.090862,0.102281,0,0,0.000092,17,0.166667,0.000113,0,1969,0.166667,0
20_50,,,3,0.000722,0.3274,0.02882,4,2,6,1,1,1,621.833333,0.000065,0.000007,17,0.333333,0.00051,0,624,0.416667,0.115551
64_2,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000012,0,17,0,0.000137,0,1968,0,0.003053
7_37,,,0,0,0,0,0,4,4,1,1,1,0,0,0.001076,9,0.333333,0.000113,0,1970,0.166667,0
33_66,,,3,0.000722,0.3274,0.032203,3,4,7,2,0.7,0.785714,5012.588095,0.000075,0.000006,50,0.066667,0.000342,0,327,0.033333,0.162743
33_67,,,4,0.000962,0.32764,0.032262,4,0,4,0,0,0,0,0.000079,0,50,0.333333,0.000394,0,323,0.166667,0.176514
33_68,,,4,0.000962,0.32764,0.032262,4,0,4,0,0,0,0,0.000079,0,50,0.333333,0.000394,0,322,0.166667,0.176514
7_39,,,2,0.000481,0.000481,0.000481,2,3,5,27,0.065139,0.073195,3,0.000027,0.000148,50,0.3,0.00017,0,1971,0.15,0.006105
7_40,,,1,0.000241,0.326918,0.02709,1,1,2,21,0.083313,0.089853,0,0.000009,0.000018,36,1,0.00021,0,1081,0.5,0.084626
39_73,,,2,0.000481,0.332211,0.027305,2,0,2,0,0,0,0,0,0,91,0,0.000768,0,518,0,0.079672
7_44,,,2,0.000481,0.006495,0.001403,2,8,10,3,0.666667,0.805556,289.5,0.000026,0.00018,22,0,0.000174,0,1160,0,0.025497
37_55,,,1,0.000241,0.006736,0.001233,1,0,1,0,0,0,0,0.000023,0,22,0,0.000131,0,1159,0,0.015438
37_56,,,1,0.000241,0.006736,0.001233,1,0,1,0,0,0,0,0.000023,0,22,0,0.000131,0,1158,0,0.015438
37_57,,,2,0.000481,0.00842,0.001733,2,1,3,2,0.666667,0.75,36,0.000899,0.000031,22,0,0.000212,0,1157,0,0.031553
37_58,,,1,0.000241,0.006736,0.001233,1,1,2,2,0.666667,0.75,56,0.000023,0,91,0,0.000131,0,1156,0,0.015438
37_59,,,1,0.000241,0.006736,0.001233,1,0,1,0,0,0,0,0.000023,0,22,0,0.000131,0,1154,0,0.015438
52_14,,,9,0.002165,0.329565,0.025224,9,0,9,0,0,0,0,0.000064,0,22,0,0.000413,0,123,0,0.071844
52_16,,,6,0.001443,0.328121,0.022804,6,0,6,0,0,0,0,0.000271,0,22,0,0.000236,0,448,0,0.054024
7_46,,,1,0.000241,0.326918,0.021473,1,1,2,22,0.080201,0.089644,0,0.000003,0.000008,4,0,0.000202,0,1081,0,0.042528
7_47,,,0,0,0,0,0,3,3,1,1,1,0,0,0.000006,4,0,0.000113,0,1972,0,0
7_51,,,2,0.000481,0.001684,0.000693,2,4,6,1,1,1,27,0,0.000007,81,0.1,0.000298,0,1281,0.05,0.021173
20_52,,,1,0.000241,0.001924,0.000616,1,0,1,0,0,0,0,0.000001,0,81,0,0.000176,0,1280,0,0.014547
20_126,,,1,0.000241,0.001684,0.000512,1,1,2,2,0.571429,0.625,0,0.000001,0,81,0,0.000176,0,1281,0,0.014547
45_34,,,3,0.000722,0.329565,0.021886,3,0,3,0,0,0,0,0.000001,0,81,0.333333,0.000422,0,1036,0.166667,0.036874
7_52,,,0,0,0,0,0,4,4,21,0.094966,0.113412,0,0,0.000112,5,0,0.000113,0,1974,0,0
7_2,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000015,0,5,0,0.000137,0,1973,0,0.003053
25_61,,,4,0.000962,0.326918,0.032048,4,5,9,21,0.094051,0.110528,35016.287637,0.000013,0.000022,102,0.055556,0.000489,0,1081,0.027778,0.190598
36_39,,,2,0.000481,0.326918,0.032023,2,3,5,20,0.099071,0.11441,35031.280098,0.000025,0.000013,102,0.333333,0.000323,0,1081,0.166667,0.249913
42_11,,,2,0.000481,0.331248,0.037424,2,0,2,0,0,0,0,0.000006,0,102,0,0.001338,0,90,0,0.245046
7_55,,,0,0,0,0,0,2,2,21,0.094768,0.103377,0,0,0,17,0,0.000113,0,1977,0,0
7_205,,,1,0.000241,0.000241,0.000241,1,3,4,20,0.104569,0.116284,1753,0,0.000295,17,0,0.000161,0,1976,0,0.003053
19_3,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,17,0,0.000161,0,1975,0,0.003053
7_56,,,1,0.000241,0.326918,0.027354,1,2,3,24,0.082398,0.095258,28263.124242,0.000047,0.001665,48,0,0.000154,0,1081,0,0.088878
7_57,,,3,0.000722,0.000962,0.00077,3,4,7,2,0.833333,0.9,19,0.000008,0.000019,53,0.047619,0.000354,0,1980,0.02381,0.012145
30_46,,,1,0.000241,0.001203,0.000601,1,0,1,0,0,0,0,0.000002,0,53,0,0.000188,0,1979,0,0.013445
30_50,,,2,0.000481,0.001443,0.000787,2,0,2,0,0,0,0,0.000006,0,53,0,0.00022,0,1978,0,0.016498
42_28,,,3,0.000722,0.004089,0.001241,3,1,4,1,1,1,17,0.000006,0,53,0,0.0003,0,1751,0,0.03061
7_58,,,0,0,0,0,0,1,1,1,1,1,0,0,0,24,0,0.000113,9,1982,0,0
3_37,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0,0,24,0,0.000304,9,1981,0,0.006105
7_60,,,0,0,0,0,0,2,2,22,0.08365,0.089693,0,0,0,20,0,0.000113,0,1984,0,0
83_32,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,20,0,0.000161,0,1983,0,0.003053
7_64,,,0,0,0,0,0,4,4,26,0.06828,0.079336,0,0,0.000766,33,0,0.000113,0,1989,0,0
29_15,,,1,0.000241,0.000241,0.000241,1,9,10,25,0.073138,0.087652,1740,0.000099,0.000017,71,0.066667,0.000137,0,1988,0.044444,0.003053
71_25,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000099,0,33,0,0.000137,0,1985,0,0.003053
7_65,,,0,0,0,0,0,4,4,4,0.461538,0.597222,0,0,0.000001,30,0.166667,0.000113,0,1998,0.083333,0
41_15,,,3,0.000722,0.000962,0.00077,3,1,4,1,1,1,4,0.000002,0.000002,30,0.333333,0.000219,0,1991,0.166667,0.019551
89_6,,,3,0.000722,0.000722,0.000722,3,2,5,3,0.5,0.633333,7,0.000002,0.000002,30,0.3,0.000168,0,1997,0.15,0.012145
89_7,,,3,0.000722,0.000722,0.000722,3,2,5,2,0.666667,0.75,8,0.000002,0,30,0.3,0.000168,0,1992,0.15,0.012145
89_8,,,3,0.000722,0.000722,0.000722,3,0,3,0,0,0,0,0.000002,0,30,0.333333,0.000168,0,1990,0.166667,0.012145
7_66,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000002,21,0,0.000113,0,1999,0,0
38_5,,,3,0.000722,0.327881,0.024718,3,0,3,0,0,0,0,0.000017,0,21,0,0.000297,0,573,0,0.048954
7_69,,,2,0.000481,0.005533,0.001299,2,1,3,1,1,1,23,0,0.000026,15,0,0.000351,0,1231,0,0.023657
7_70,,,0,0,0,0,0,1,1,22,0.084131,0.091258,0,0,0.000098,25,0,0.000113,0,2000,0,0
8_32,,,12,0.002887,0.326918,0.039739,12,6,18,21,0.091807,0.102316,95212.205519,0.000751,0.00028,25,0.098901,0.002454,0,1081,0.049451,0.59376
7_72,,,0,0,0,0,0,14,14,3,0.782609,0.87963,0,0,0.000037,30,0,0.000113,0,2009,0,0
11_58,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000005,0,30,0,0.000119,0,2008,0,0.003053
26_128,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000005,0,30,0,0.000119,0,2007,0,0.003053
26_129,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000005,0,30,0,0.000119,0,2006,0,0.003053
26_130,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000005,0,30,0,0.000119,0,2005,0,0.003053
26_131,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000005,0,30,0,0.000119,0,2004,0,0.003053
46_24,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000005,0,30,0,0.000119,0,2003,0,0.003053
46_25,,,4,0.000962,0.000962,0.000962,4,1,5,1,1,1,4,0.000072,0,30,0,0.000185,0,2002,0,0.012211
69_6,,,4,0.000962,0.001684,0.000907,4,0,4,0,0,0,0,0.000007,0,30,0.166667,0.000264,0,1994,0.083333,0.02832
69_7,,,5,0.001203,0.001443,0.001237,5,1,6,2,0.6,0.666667,12,0.000008,0,30,0.3,0.000335,0,1996,0.15,0.041766
69_8,,,2,0.000481,0.001203,0.000752,2,0,2,0,0,0,0,0.000005,0,30,0,0.000191,0,1993,0,0.016498
7_73,,,0,0,0,0,0,4,4,2,0.7,0.785714,0,0,0.000355,32,0.333333,0.000113,0,2012,0.25,0
26_155,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.000047,0,32,1,0.000253,0,2010,0.5,0.009092
54_28,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,0,0.000046,0.000006,32,1,0.000137,0,2011,0.5,0.003053
7_77,,,0,0,0,0,0,8,8,19,0.092969,0.106916,0,0,0.000022,26,0.071429,0.000113,0,2020,0.035714,0
11_65,,,4,0.000962,0.32764,0.028066,4,0,4,0,0,0,0,0.000004,0,26,0.333333,0.000401,0,900,0.166667,0.068164
27_48,,,1,0.000241,0.000241,0.000241,1,2,3,1,1,1,2,0.000003,0,26,0.333333,0.000125,0,2019,0.333333,0.003053
27_49,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.000011,0,48,0,0.000149,0,2017,0,0.006105
27_50,,,4,0.000962,0.000962,0.000962,4,0,4,0,0,0,0,0.000023,0,26,0,0.000263,0,2016,0,0.012211
27_51,,,3,0.000722,0.000722,0.000722,3,1,4,1,1,1,2,0.000023,0.000001,26,0.166667,0.000168,0,2015,0.083333,0.009158
27_52,,,3,0.000722,0.001203,0.000859,3,0,3,0,0,0,0,0.000039,0,26,0,0.000177,0,2014,0,0.016564
91_14,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000003,0,26,0,0.000125,0,2013,0,0.003053
7_81,,,0,0,0,0,0,2,2,1,1,1,0,0,0,65,0,0.000113,0,2022,0,0
11_79,,,2,0.000481,0.001203,0.000547,2,0,2,0,0,0,0,0,0,65,0,0.000243,0,2021,0,0.010973
15_71,,,3,0.000722,0.009622,0.001734,3,0,3,0,0,0,0,0,0,65,0,0.000275,0,1091,0,0.023809
7_83,,,0,0,0,0,0,2,2,1,1,1,0,0,0,27,0,0.000113,10,2025,0,0
51_35,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,27,0,0.000161,10,2024,0,0.003053
51_36,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,27,0,0.000161,10,2023,0,0.003053
7_84,,,1,0.000241,0.000241,0.000241,1,2,3,3,0.545455,0.638889,4,0,0.000003,39,0,0.000196,0,2026,0,0.008045
11_82,,,2,0.000481,0.002887,0.001117,2,3,5,2,0.8,0.875,46.5,0.00002,0.000007,39,0,0.000278,0,1251,0,0.033882
11_83,,,1,0.000241,0.000241,0.000241,1,2,3,4,0.428571,0.569444,0.5,0,0.000003,39,0,0.000196,0,2026,0,0.008045
7_85,,,0,0,0,0,0,7,7,27,0.059867,0.068072,0,0,0.000113,28,0,0.000113,0,2028,0,0
28_23,,,3,0.000722,0.000722,0.000722,3,0,3,0,0,0,0,0.000694,0,65,0,0.00014,0,2027,0,0.009158
7_91,,,0,0,0,0,0,4,4,21,0.089628,0.099749,0,0,0.000011,25,0.5,0.000113,0,2029,0.333333,0
11_87,,,3,0.000722,0.003849,0.001026,3,0,3,0,0,0,0,0.000004,0,25,0.333333,0.000259,0,1323,0.166667,0.027091
11_94,,,3,0.000722,0.002646,0.00097,3,3,6,21,0.089581,0.099232,7380.616667,0.000002,0.000015,25,0.3,0.000268,0,1756,0.15,0.03906
26_187,,,4,0.000962,0.326918,0.035506,4,3,7,20,0.098193,0.110656,95153.237662,0.000074,0.000123,25,0.2,0.000579,0,1081,0.1,0.219248
26_189,,,2,0.000481,0.002646,0.000746,2,3,5,22,0.082232,0.089589,10.5,0.000003,0.000006,25,0.5,0.000212,0,1756,0.25,0.025579
10_98,,,4,0.000962,0.326918,0.022679,4,5,9,23,0.092123,0.107,11768.07381,0.000011,0.000045,20,0.107143,0.000393,0,1081,0.053571,0.061445
37_148,,,2,0.000481,0.326918,0.021212,2,1,3,24,0.084356,0.094491,0,0.000008,0.000001,20,1,0.000218,0,1081,0.5,0.041545
7_100,,,0,0,0,0,0,14,14,21,0.094702,0.118119,0,0,0.000493,26,0.065934,0.000113,0,2038,0.032967,0
6_6,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000064,0,26,0,0.000119,0,2037,0,0.003053
14_44,,,7,0.001684,0.00866,0.001641,7,9,16,22,0.09233,0.115783,12853.675974,0.000419,0.000288,48,0.120879,0.000299,0,1148,0.065934,0.096111
14_45,,,1,0.000241,0.000241,0.000241,1,1,2,23,0.082028,0.089765,352.424692,0.000064,0,26,0,0.000119,0,2036,0,0.003053
19_98,,,2,0.000481,0.000722,0.000541,2,0,2,0,0,0,0,0.000098,0,26,1,0.000148,0,2031,0.5,0.013511
20_128,,,1,0.000241,0.000241,0.000241,1,2,3,25,0.068892,0.074253,0,0.000064,0.000234,26,1,0.000119,0,2034,0.5,0.003053
32_26,,,2,0.000481,0.000481,0.000481,2,5,7,24,0.073944,0.081094,1744,0.000094,0.000261,26,0.238095,0.00017,0,2033,0.119048,0.009092
34_45,,,1,0.000241,0.000241,0.000241,1,2,3,1,1,1,1,0.000064,0.000014,26,0.333333,0.000119,0,2030,0.166667,0.003053
46_26,,,4,0.000962,0.32764,0.024457,4,0,4,0,0,0,0,0.000102,0,26,0.166667,0.000273,0,547,0.083333,0.03897
7_101,,,0,0,0,0,0,9,9,18,0.106174,0.128295,0,0,0.000867,32,0.111111,0.000113,0,2041,0.083333,0
11_100,,,2,0.000481,0.001203,0.000668,2,0,2,0,0,0,0,0.000115,0,73,0,0.000177,0,2040,0,0.016091
11_101,,,3,0.000722,0.001203,0.000752,3,0,3,0,0,0,0,0.000117,0,7,0,0.00021,0,2039,0,0.013577
7_103,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000001,75,0,0.000113,0,2042,0,0
7_108,,,0,0,0,0,0,2,2,22,0.083628,0.091284,0,0,0,36,0,0.000113,0,2044,0,0
26_18,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,36,0,0.000161,0,2043,0,0.003053
27_12,,,2,0.000481,0.001203,0.000547,2,1,3,21,0.091155,0.100867,1749,0.000002,0,36,0,0.000223,0,1374,0,0.018712
7_110,,,0,0,0,0,0,1,1,3,0.4,0.458333,0,0,0.000001,33,0,0.000113,0,2045,0,0
28_6,,,4,0.000962,0.329083,0.031413,4,2,6,2,0.583333,0.642857,1042.516667,0.000006,0.000004,33,0.166667,0.000485,0,30,0.083333,0.139947
7_111,,,0,0,0,0,0,4,4,4,0.4375,0.553571,0,0,0,65,0,0.000113,0,2053,0,0
20_57,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,65,0,0.000137,0,2052,0,0.003053
20_58,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,65,0,0.000137,0,2051,0,0.003053
20_59,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,65,0,0.000137,0,2050,0,0.003053
20_60,,,1,0.000241,0.000241,0.000241,1,3,4,3,0.555556,0.633333,10,0,0,65,0,0.000137,0,2049,0,0.003053
7_115,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,1,0.000553,0.000006,65,0,0.000116,0,2054,0,0.003053
20_65,,,4,0.000962,0.002406,0.001415,4,0,4,0,0,0,0,0.000043,0,65,0.166667,0.000323,0,1421,0.083333,0.043706
20_67,,,3,0.000722,0.002165,0.001083,3,0,3,0,0,0,0,0.000034,0,65,0.666667,0.000189,0,1420,0.333333,0.037666
20_68,,,3,0.000722,0.002165,0.001083,3,0,3,0,0,0,0,0.000034,0,65,0.666667,0.000189,0,1419,0.333333,0.037666
20_69,,,3,0.000722,0.002165,0.001083,3,0,3,0,0,0,0,0.000034,0,65,0.666667,0.000189,0,1418,0.333333,0.037666
7_123,,,3,0.000722,0.001203,0.000859,3,3,6,33,0.047381,0.052398,6980.333333,0.00005,0.000473,75,0.2,0.000569,0,1619,0.1,0.031046
43_54,,,3,0.000722,0.327159,0.028813,3,0,3,0,0,0,0,0.000189,0,75,0.333333,0.000463,0,707,0.166667,0.132176
7_124,,,0,0,0,0,0,1,1,35,0.043304,0.046583,0,0,0.000015,75,0,0.000113,0,2055,0,0
7_126,,,2,0.000481,0.001443,0.000666,2,4,6,4,0.441176,0.555556,85,0.00006,0.000002,23,0.066667,0.000149,0,1918,0.033333,0.032583
20_72,,,1,0.000241,0.001684,0.000589,1,0,1,0,0,0,0,0,0,23,0,0.000144,0,1917,0,0.018702
20_73,,,1,0.000241,0.001684,0.000589,1,0,1,0,0,0,0,0,0,23,0,0.000144,0,1916,0,0.018702
20_74,,,2,0.000481,0.330046,0.029488,2,5,7,3,0.578947,0.69697,734.064286,0.000014,0.00001,91,0.333333,0.000204,0,687,0.233333,0.101623
20_75,,,1,0.000241,0.001684,0.000589,1,0,1,0,0,0,0,0,0,23,0,0.000144,0,1915,0,0.018702
7_133,,,2,0.000481,0.001684,0.000737,2,4,6,28,0.05949,0.067118,2302.5,0.000002,0.0002,20,0,0.000207,0,1373,0,0.018712
7_137,,,5,0.001203,0.329083,0.033095,5,6,11,2,0.875,0.928571,7351.5,0.000029,0.000002,33,0.111111,0.000575,0,30,0.069444,0.161264
28_5,,,3,0.000722,0.329324,0.031451,3,0,3,0,0,0,0,0.000006,0,33,0.333333,0.00039,0,26,0.166667,0.136894
44_25,,,2,0.000481,0.329324,0.031086,2,0,2,0,0,0,0,0.000002,0,33,0,0.000254,0,29,0,0.095608
44_26,,,2,0.000481,0.329324,0.031086,2,0,2,0,0,0,0,0.000002,0,33,0,0.000254,0,28,0,0.095608
44_27,,,1,0.000241,0.329324,0.030113,1,0,1,0,0,0,0,0,0,33,0,0.000194,0,27,0,0.060978
44_28,,,1,0.000241,0.329083,0.030073,1,2,3,2,0.583333,0.642857,317.916667,0,0.000004,33,1,0.000194,0,30,0.5,0.060978
20_80,,,1,0.000241,0.327159,0.028202,1,1,2,4,0.307692,0.385417,5405.221429,0.000001,0,6,0,0.000296,0,947,0,0.031403
39_68,,,2,0.000481,0.326918,0.028667,2,6,8,21,0.092367,0.113179,20930.057263,0.000079,0.005264,106,0.178571,0.000161,0,1081,0.125,0.054348
75_24,,,1,0.000241,0.327159,0.019089,1,0,1,0,0,0,0,0.000033,0,91,0,0.000153,0,820,0,0.020173
7_146,,,0,0,0,0,0,4,4,21,0.101683,0.11665,0,0,0.000135,50,0.166667,0.000113,0,2056,0.083333,0
20_85,,,1,0.000241,0.000481,0.000321,1,1,2,6,0.277778,0.353333,20,0,0.000029,15,0,0.000158,0,1406,0,0.00604
20_88,,,2,0.000481,0.000962,0.000641,2,0,2,0,0,0,0,0,0,15,0,0.000256,0,1405,0,0.012079
20_89,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0,0,15,0,0.000158,0,1404,0,0.00604
7_150,,,0,0,0,0,0,4,4,27,0.074831,0.083282,0,0,0.000077,6,0,0.000113,0,2061,0,0
20_90,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.000563,0,6,0,0.00014,0,2060,0,0.006105
20_92,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.00001,0,6,0,0.000137,0,2059,0,0.003053
20_93,,,1,0.000241,0.000241,0.000241,1,1,2,26,0.080698,0.089687,1740,0.00001,0.000004,6,0,0.000137,0,2058,0,0.003053
20_94,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.00001,0,6,0,0.000137,0,2057,0,0.003053
7_152,,,0,0,0,0,0,1,1,2,0.666667,0.75,0,0,0,15,0,0.000113,0,2062,0,0
17_104,,,2,0.000481,0.326918,0.027587,2,3,5,22,0.083823,0.096662,23378.788924,0.000041,0.000004,33,0,0.000285,0,1081,0,0.082574
72_11,,,1,0.000241,0.001203,0.000601,1,0,1,0,0,0,0,0.000001,0,22,0,0.000257,0,1346,0,0.017457
7_169,,,0,0,0,0,0,2,2,23,0.083154,0.094837,0,0,0.000015,36,0,0.000113,0,2064,0,0
3_187,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000002,0,36,0,0.000161,0,2063,0,0.003053
17_51,,,2,0.000481,0.000962,0.000641,2,3,5,2,0.714286,0.8,20,0.00001,0.000149,25,0.1,0.000277,0,1365,0.05,0.014553
7_102,,,1,0.000241,0.327159,0.023362,1,0,1,0,0,0,0,0.000078,0,6,0,0.000146,0,978,0,0.023835
33_7,,,3,0.000722,0.326918,0.028769,3,2,5,24,0.071355,0.077315,1539.062121,0.000106,0.00003,32,0.166667,0.000414,0,1081,0.083333,0.078858
53_56,,,3,0.000722,0.326918,0.032479,3,1,4,24,0.073671,0.078517,21949.160997,0.000111,0.000216,3,0,0.000195,0,1081,0,0.139676
7_176,,,0,0,0,0,0,3,3,22,0.088412,0.099313,0,0,0.000002,36,0,0.000113,0,2065,0,0
9_80,,,2,0.000481,0.3274,0.030585,2,1,3,1,1,1,1361,0,0,36,0,0.000279,0,952,0,0.039279
7_179,,,3,0.000722,0.326918,0.026294,3,7,10,23,0.086539,0.10195,29352.499603,0.000001,0.000265,26,0.044444,0.000456,0,1081,0.022222,0.053523
43_37,,,2,0.000481,0.327159,0.02682,2,0,2,0,0,0,0,0.000036,0,26,0,0.000303,0,548,0,0.061561
7_182,,,0,0,0,0,0,2,2,1,1,1,0,0,0.00006,3,0,0.000113,0,2066,0,0
6_45,,,2,0.000481,0.001924,0.000616,2,0,2,0,0,0,0,0.000008,0,3,0,0.0003,0,1224,0,0.011628
7_184,,,0,0,0,0,0,2,2,19,0.092102,0.101812,0,0,0,25,0,0.000113,0,2068,0,0
34_46,,,2,0.000481,0.326918,0.020957,2,2,4,18,0.101329,0.114523,16934.054762,0.000002,0.000005,25,0.166667,0.000224,0,1081,0.083333,0.016568
81_22,,,2,0.000481,0.000722,0.000541,2,0,2,0,0,0,0,0,0,25,0,0.000176,0,2067,0,0.009092
21_38,,,1,0.000241,0.327159,0.028342,1,0,1,0,0,0,0,0.000015,0,21,0,0.000237,0,1032,0,0.055104
33_63,,,1,0.000241,0.326918,0.028325,1,3,4,22,0.080123,0.089962,49295.243046,0.000015,0.000068,25,0.5,0.000237,0,1081,0.5,0.055104
