Source,Target,Weight
v107,v49,0.12909944487358
v109,v49,0.14142135623731
v110,v49,0.1690308509457
v10,v50,0.15811388300842
v13,v50,0.08333333333333
v14,v50,0.13363062095621
v16,v50,0.0721687836487
v19,v50,0.04724555912615
v21,v50,0.054554472559
v22,v50,0.0533001790889
v24,v50,0.14433756729741
v27,v50,0.08838834764832
v28,v50,0.05590169943749
v29,v50,0.15638581054281
v36,v50,0.10206207261597
v38,v50,0.20412414523193
v40,v50,0.08838834764832
v42,v50,0.08333333333333
v46,v50,0.07537783614444
v48,v50,0.10206207261597
v49,v50,0.07905694150421
v55,v50,0.0721687836487
v57,v50,0.06681531047811
v58,v50,0.07905694150421
v60,v50,0.07905694150421
v63,v50,0.08333333333333
v70,v50,0.17677669529664
v81,v50,0.10206207261597
v82,v50,0.10206207261597
v87,v50,0.08333333333333
v88,v50,0.09449111825231
v95,v50,0.10206207261597
v98,v50,0.18190171877725
v102,v50,0.09449111825231
v105,v50,0.07905694150421
v109,v50,0.11180339887499
v110,v50,0.13363062095621
v7,v51,0.16666666666667
v14,v51,0.17817416127495
v26,v51,0.19245008972988
v41,v51,0.16666666666667
v45,v51,0.08606629658239
v47,v51,0.11785113019776
v84,v51,0.23570226039552
v2,v52,0.11111111111111
v4,v52,0.19245008972988
v14,v52,0.08908708063747
v19,v52,0.12598815766974
v28,v52,0.07453559924999
v29,v52,0.06950480468569
v47,v52,0.23570226039552
v48,v52,0.13608276348795
v59,v52,0.13608276348795
v99,v52,0.12598815766974
v100,v52,0.16666666666667
v105,v52,0.10540925533895
v29,v53,0.12038585308577
v33,v53,0.19245008972988
v49,v53,0.18257418583506
v96,v53,0.14907119849999
v15,v54,0.14907119849999
v55,v54,0.12909944487358
v56,v54,0.11952286093344
v71,v54,0.14142135623731
v77,v54,0.21081851067789
v79,v54,0.12403473458921
v86,v54,0.10259783520852
v90,v54,0.15811388300842
v93,v54,0.1690308509457
v2,v55,0.09622504486494
v10,v55,0.18257418583506
v13,v55,0.19245008972988
v14,v55,0.15430334996209
v15,v55,0.09622504486494
v16,v55,0.08333333333333
v19,v55,0.054554472559
v21,v55,0.06299407883487
v22,v55,0.06154574548967
v24,v55,0.16666666666667
v27,v55,0.10206207261597
v28,v55,0.06454972243679
v29,v55,0.06019292654288
v36,v55,0.11785113019776
v38,v55,0.23570226039552
v40,v55,0.10206207261597
v42,v55,0.09622504486494
v46,v55,0.08703882797785
v48,v55,0.11785113019776
v49,v55,0.09128709291753
v50,v55,0.0721687836487
v54,v55,0.12909944487358
v57,v55,0.15430334996209
v58,v55,0.18257418583506
v71,v55,0.09128709291753
v77,v55,0.13608276348795
v79,v55,0.08006407690254
v81,v55,0.11785113019776
v82,v55,0.11785113019776
v86,v55,0.06622661785325
v87,v55,0.19245008972988
v90,v55,0.10206207261597
v93,v55,0.109108945118
v95,v55,0.11785113019776
v98,v55,0.2100420126042
v105,v55,0.09128709291753
v109,v55,0.12909944487358
v110,v55,0.15430334996209
v2,v56,0.08908708063747
v13,v56,0.08908708063747
v19,v56,0.05050762722761
v21,v56,0.05832118435198
v29,v56,0.11145564251507
v40,v56,0.09449111825231
v44,v56,0.109108945118
v45,v56,0.06900655593424
v54,v56,0.11952286093344
v57,v56,0.07142857142857
v102,v56,0.10101525445522
v105,v56,0.1690308509457
v106,v56,0.21821789023599
v10,v57,0.1690308509457
v11,v57,0.11952286093344
v13,v57,0.17817416127495
v14,v57,0.21428571428571
v15,v57,0.08908708063747
v16,v57,0.07715167498105
v17,v57,0.05698028822982
v19,v57,0.05050762722761
v21,v57,0.05832118435198
v22,v57,0.05698028822982
v24,v57,0.15430334996209
v27,v57,0.09449111825231
v28,v57,0.05976143046672
v29,v57,0.05572782125754
v35,v57,0.13363062095621
v36,v57,0.109108945118
v38,v57,0.21821789023599
v40,v57,0.09449111825231
v42,v57,0.17817416127495
v46,v57,0.08058229640254
v48,v57,0.109108945118
v49,v57,0.08451542547285
v50,v57,0.06681531047811
v55,v57,0.15430334996209
v56,v57,0.07142857142857
v58,v57,0.08451542547285
v81,v57,0.109108945118
v82,v57,0.109108945118
v87,v57,0.08908708063747
v93,v57,0.10101525445522
v95,v57,0.109108945118
v98,v57,0.19446111706565
v105,v57,0.1690308509457
v109,v57,0.11952286093344
v110,v57,0.14285714285714
v2,v58,0.10540925533895
v10,v58,0.2
v13,v58,0.10540925533895
v14,v58,0.1690308509457
v16,v58,0.18257418583506
v19,v58,0.05976143046672
v21,v58,0.06900655593424
v22,v58,0.06741998624632
v24,v58,0.18257418583506
v27,v58,0.11180339887499
v28,v58,0.07071067811865
v29,v58,0.06593804733958
v36,v58,0.12909944487358
v38,v58,0.25819888974716
v40,v58,0.11180339887499
v42,v58,0.10540925533895
v46,v58,0.09534625892456
v48,v58,0.25819888974716
v49,v58,0.1
v50,v58,0.07905694150421
v55,v58,0.18257418583506
v57,v58,0.08451542547285
v65,v58,0.12909944487358
v73,v58,0.12909944487358
v81,v58,0.25819888974716
v82,v58,0.19364916731037
v87,v58,0.21081851067789
v95,v58,0.12909944487358
v98,v58,0.30678599553895
v105,v58,0.1
v109,v58,0.14142135623731
v110,v58,0.1690308509457
v12,v59,0.15430334996209
v48,v59,0.16666666666667
v52,v59,0.13608276348795
v1,v60,0.12909944487358
v10,v60,0.1
v50,v60,0.07905694150421
v61,v60,0.12909944487358
v62,v60,0.10540925533895
v63,v60,0.10540925533895
v64,v60,0.15811388300842
v65,v60,0.12909944487358
v66,v60,0.11952286093344
v69,v60,0.14142135623731
v70,v60,0.22360679774998
v71,v60,0.1
v73,v60,0.12909944487358
v74,v60,0.07071067811865
v76,v60,0.15811388300842
v77,v60,0.07453559924999
v82,v60,0.06454972243679
v60,v61,0.12909944487358
v63,v61,0.40824829046386
v73,v61,0.16666666666667
v79,v61,0.11322770341446
v86,v61,0.09365858115817
v93,v61,0.15430334996209
v109,v61,0.18257418583506
v15,v62,0.11111111111111
v19,v62,0.06299407883487
v28,v62,0.07453559924999
v60,v62,0.10540925533895
v64,v62,0.16666666666667
v66,v62,0.12598815766974
v69,v62,0.14907119849999
v71,v62,0.10540925533895
v73,v62,0.13608276348795
v74,v62,0.14907119849999
v76,v62,0.16666666666667
v77,v62,0.07856742013184
v80,v62,0.12598815766974
v96,v62,0.17213259316477
v10,v63,0.10540925533895
v24,v63,0.09622504486494
v50,v63,0.08333333333333
v60,v63,0.10540925533895
v61,v63,0.40824829046386
v70,v63,0.23570226039552
v73,v63,0.13608276348795
v79,v63,0.0924500327042
v109,v63,0.14907119849999
v28,v64,0.11180339887499
v60,v64,0.15811388300842
v62,v64,0.16666666666667
v66,v64,0.18898223650461
v69,v64,0.22360679774998
v71,v64,0.15811388300842
v73,v64,0.20412414523193
v74,v64,0.11180339887499
v76,v64,0.25
v77,v64,0.11785113019776
v87,v64,0.16666666666667
v1,v65,0.16666666666667
v5,v65,0.15430334996209
v10,v65,0.12909944487358
v16,v65,0.11785113019776
v21,v65,0.17817416127495
v26,v65,0.11785113019776
v58,v65,0.12909944487358
v60,v65,0.12909944487358
v66,v65,0.15430334996209
v68,v65,0.23570226039552
v77,v65,0.09622504486494
v81,v65,0.16666666666667
v82,v65,0.08333333333333
v86,v65,0.18731716231634
v90,v65,0.14433756729741
v91,v65,0.28867513459481
v93,v65,0.15430334996209
v98,v65,0.09901475429767
v102,v65,0.15430334996209
v60,v66,0.11952286093344
v62,v66,0.12598815766974
v64,v66,0.18898223650461
v65,v66,0.15430334996209
v69,v66,0.1690308509457
v70,v66,0.26726124191242
v71,v66,0.11952286093344
v73,v66,0.15430334996209
v74,v66,0.08451542547285
v76,v66,0.18898223650461
v77,v66,0.08908708063747
v68,v67,0.57735026918963
v72,v67,0.70710678118655
v75,v67,0.70710678118655
v78,v67,0.5
v82,v67,0.20412414523193
v5,v68,0.21821789023599
v26,v68,0.16666666666667
v65,v68,0.23570226039552
v67,v68,0.57735026918963
v72,v68,0.40824829046386
v75,v68,0.40824829046386
v78,v68,0.28867513459481
v82,v68,0.11785113019776
v91,v68,0.40824829046386
v1,v69,0.18257418583506
v4,v69,0.25819888974716
v15,v69,0.14907119849999
v16,v69,0.12909944487358
v17,v69,0.19069251784912
v21,v69,0.09759000729485
v24,v69,0.25819888974716
v26,v69,0.12909944487358
v28,v69,0.1
v29,v69,0.18650096164806
v38,v69,0.18257418583506
v39,v69,0.2696799449853
v43,v69,0.22360679774998
v44,v69,0.18257418583506
v45,v69,0.11547005383793
v60,v69,0.14142135623731
v62,v69,0.14907119849999
v64,v69,0.22360679774998
v66,v69,0.1690308509457
v71,v69,0.14142135623731
v73,v69,0.18257418583506
v74,v69,0.1
v76,v69,0.22360679774998
v77,v69,0.10540925533895
v86,v69,0.10259783520852
v10,v70,0.22360679774998
v50,v70,0.17677669529664
v60,v70,0.22360679774998
v63,v70,0.23570226039552
v66,v70,0.26726124191242
v5,v71,0.11952286093344
v15,v71,0.10540925533895
v17,v71,0.06741998624632
v54,v71,0.14142135623731
v55,v71,0.09128709291753
v60,v71,0.1
v62,v71,0.10540925533895
v64,v71,0.15811388300842
v66,v71,0.11952286093344
v69,v71,0.14142135623731
v72,v71,0.22360679774998
v73,v71,0.12909944487358
v74,v71,0.21213203435596
v75,v71,0.22360679774998
v76,v71,0.15811388300842
v77,v71,0.37267799624996
v78,v71,0.15811388300842
v79,v71,0.26311740579211
v86,v71,0.072547625011
v90,v71,0.11180339887499
v93,v71,0.11952286093344
v67,v72,0.70710678118655
v68,v72,0.40824829046386
v71,v72,0.22360679774998
v74,v72,0.15811388300842
v75,v72,1
v77,v72,0.16666666666667
v78,v72,0.70710678118655
v82,v72,0.14433756729741
v11,v73,0.18257418583506
v21,v73,0.08908708063747
v58,v73,0.12909944487358
v60,v73,0.12909944487358
v61,v73,0.16666666666667
v62,v73,0.13608276348795
v63,v73,0.13608276348795
v64,v73,0.20412414523193
v66,v73,0.15430334996209
v69,v73,0.18257418583506
v71,v73,0.12909944487358
v74,v73,0.09128709291753
v76,v73,0.20412414523193
v77,v73,0.09622504486494
v101,v73,0.18257418583506
v17,v74,0.04767312946228
v60,v74,0.07071067811865
v62,v74,0.14907119849999
v64,v74,0.11180339887499
v66,v74,0.08451542547285
v69,v74,0.1
v71,v74,0.21213203435596
v72,v74,0.15811388300842
v73,v74,0.09128709291753
v75,v74,0.15811388300842
v76,v74,0.11180339887499
v77,v74,0.15811388300842
v78,v74,0.11180339887499
v80,v74,0.08451542547285
v67,v75,0.70710678118655
v68,v75,0.40824829046386
v71,v75,0.22360679774998
v72,v75,1
v74,v75,0.15811388300842
v77,v75,0.16666666666667
v78,v75,0.70710678118655
v82,v75,0.14433756729741
v34,v76,0.22360679774998
v37,v76,0.18898223650461
v60,v76,0.15811388300842
v62,v76,0.16666666666667
v64,v76,0.25
v66,v76,0.18898223650461
v69,v76,0.22360679774998
v71,v76,0.15811388300842
v73,v76,0.20412414523193
v74,v76,0.11180339887499
v77,v76,0.11785113019776
v15,v77,0.15713484026368
v17,v77,0.05025189076296
v19,v77,0.04454354031874
v21,v77,0.10286889997473
v54,v77,0.21081851067789
v55,v77,0.13608276348795
v60,v77,0.07453559924999
v62,v77,0.07856742013184
v64,v77,0.11785113019776
v65,v77,0.09622504486494
v66,v77,0.08908708063747
v69,v77,0.10540925533895
v71,v77,0.37267799624996
v72,v77,0.16666666666667
v73,v77,0.09622504486494
v74,v77,0.15811388300842
v75,v77,0.16666666666667
v76,v77,0.11785113019776
v78,v77,0.11785113019776
v79,v77,0.13074409009212
v82,v77,0.04811252243247
v86,v77,0.21629522817435
v90,v77,0.25
v93,v77,0.26726124191242
v95,v77,0.09622504486494
v67,v78,0.5
v68,v78,0.28867513459481
v71,v78,0.15811388300842
v72,v78,0.70710678118655
v74,v78,0.11180339887499
v75,v78,0.70710678118655
v77,v78,0.11785113019776
v82,v78,0.20412414523193
v103,v78,0.22360679774998
v15,v79,0.0924500327042
v54,v79,0.12403473458921
v55,v79,0.08006407690254
v61,v79,0.11322770341446
v63,v79,0.0924500327042
v71,v79,0.26311740579211
v77,v79,0.13074409009212
v81,v79,0.11322770341446
v82,v79,0.11322770341446
v86,v79,0.06362847629758
v90,v79,0.09805806756909
v93,v79,0.10482848367219
v109,v79,0.12403473458921
v2,v80,0.12598815766974
v14,v80,0.10101525445522
v62,v80,0.12598815766974
v74,v80,0.08451542547285
v103,v80,0.1690308509457
v10,v81,0.25819888974716
v13,v81,0.13608276348795
v14,v81,0.21821789023599
v16,v81,0.23570226039552
v19,v81,0.07715167498105
v21,v81,0.08908708063747
v22,v81,0.08703882797785
v24,v81,0.35355339059327
v27,v81,0.14433756729741
v28,v81,0.09128709291753
v29,v81,0.08512565307587
v36,v81,0.16666666666667
v38,v81,0.33333333333333
v40,v81,0.14433756729741
v42,v81,0.13608276348795
v46,v81,0.12309149097933
v48,v81,0.16666666666667
v49,v81,0.12909944487358
v50,v81,0.10206207261597
v55,v81,0.11785113019776
v57,v81,0.109108945118
v58,v81,0.25819888974716
v65,v81,0.16666666666667
v79,v81,0.11322770341446
v82,v81,0.33333333333333
v87,v81,0.13608276348795
v95,v81,0.16666666666667
v98,v81,0.39605901719067
v105,v81,0.12909944487358
v109,v81,0.18257418583506
v110,v81,0.21821789023599
v2,v82,0.06804138174398
v10,v82,0.19364916731037
v13,v82,0.13608276348795
v14,v82,0.21821789023599
v16,v82,0.17677669529664
v19,v82,0.11572751247157
v21,v82,0.08908708063747
v22,v82,0.08703882797785
v24,v82,0.23570226039552
v27,v82,0.14433756729741
v28,v82,0.09128709291753
v29,v82,0.08512565307587
v30,v82,0.0721687836487
v31,v82,0.04256282653794
v36,v82,0.16666666666667
v38,v82,0.33333333333333
v40,v82,0.14433756729741
v42,v82,0.13608276348795
v46,v82,0.12309149097933
v48,v82,0.16666666666667
v49,v82,0.12909944487358
v50,v82,0.10206207261597
v55,v82,0.11785113019776
v57,v82,0.109108945118
v58,v82,0.19364916731037
v60,v82,0.06454972243679
v65,v82,0.08333333333333
v67,v82,0.20412414523193
v68,v82,0.11785113019776
v72,v82,0.14433756729741
v75,v82,0.14433756729741
v77,v82,0.04811252243247
v78,v82,0.20412414523193
v79,v82,0.11322770341446
v81,v82,0.33333333333333
v87,v82,0.13608276348795
v95,v82,0.16666666666667
v98,v82,0.34655164004184
v105,v82,0.12909944487358
v107,v82,0.08333333333333
v109,v82,0.18257418583506
v110,v82,0.27277236279499
v6,v83,0.22360679774998
v13,v83,0.16666666666667
v22,v83,0.10660035817781
v27,v83,0.35355339059327
v86,v83,0.11470786693528
v94,v83,0.17677669529664
v98,v83,0.12126781251817
v103,v83,0.22360679774998
v7,v84,0.35355339059327
v14,v84,0.18898223650461
v26,v84,0.20412414523193
v41,v84,0.35355339059327
v45,v84,0.18257418583506
v47,v84,0.25
v51,v84,0.23570226039552
v95,v84,0.28867513459481
v1,v86,0.09365858115817
v4,v86,0.1324532357065
v15,v86,0.15294382258037
v16,v86,0.06622661785325
v17,v86,0.14673479641336
v21,v86,0.25031308716088
v24,v86,0.06622661785325
v26,v86,0.06622661785325
v38,v86,0.09365858115817
v39,v86,0.13834289277321
v43,v86,0.11470786693528
v44,v86,0.09365858115817
v45,v86,0.05923488777591
v54,v86,0.10259783520852
v55,v86,0.06622661785325
v61,v86,0.09365858115817
v65,v86,0.18731716231634
v69,v86,0.10259783520852
v71,v86,0.072547625011
v77,v86,0.21629522817435
v79,v86,0.06362847629758
v83,v86,0.11470786693528
v87,v86,0.15294382258037
v90,v86,0.32444284226153
v93,v86,0.34684398780965
v94,v86,0.08111071056538
v98,v86,0.05564148840747
v2,v87,0.11111111111111
v10,v87,0.10540925533895
v13,v87,0.11111111111111
v14,v87,0.17817416127495
v16,v87,0.09622504486494
v19,v87,0.06299407883487
v21,v87,0.07273929674533
v22,v87,0.07106690545187
v24,v87,0.19245008972988
v27,v87,0.11785113019776
v28,v87,0.07453559924999
v29,v87,0.06950480468569
v36,v87,0.13608276348795
v38,v87,0.27216552697591
v40,v87,0.11785113019776
v42,v87,0.11111111111111
v46,v87,0.10050378152592
v48,v87,0.13608276348795
v49,v87,0.10540925533895
v50,v87,0.08333333333333
v55,v87,0.19245008972988
v57,v87,0.08908708063747
v58,v87,0.21081851067789
v64,v87,0.16666666666667
v81,v87,0.13608276348795
v82,v87,0.13608276348795
v86,v87,0.15294382258037
v95,v87,0.13608276348795
v98,v87,0.24253562503633
v105,v87,0.10540925533895
v109,v87,0.14907119849999
v110,v87,0.17817416127495
v2,v88,0.12598815766974
v5,v88,0.14285714285714
v30,v88,0.13363062095621
v31,v88,0.07881104062391
v44,v88,0.15430334996209
v46,v88,0.11396057645964
v50,v88,0.09449111825231
v107,v88,0.15430334996209
v15,v90,0.11785113019776
v17,v90,0.07537783614444
v21,v90,0.15430334996209
v54,v90,0.15811388300842
v55,v90,0.10206207261597
v65,v90,0.14433756729741
v71,v90,0.11180339887499
v77,v90,0.25
v79,v90,0.09805806756909
v86,v90,0.32444284226153
v93,v90,0.26726124191242
v5,v91,0.26726124191242
v26,v91,0.20412414523193
v42,v91,0.23570226039552
v65,v91,0.28867513459481
v68,v91,0.40824829046386
v15,v93,0.12598815766974
v21,v93,0.16495721976846
v28,v93,0.08451542547285
v47,v93,0.13363062095621
v54,v93,0.1690308509457
v55,v93,0.109108945118
v57,v93,0.10101525445522
v61,v93,0.15430334996209
v65,v93,0.15430334996209
v71,v93,0.11952286093344
v77,v93,0.26726124191242
v79,v93,0.10482848367219
v86,v93,0.34684398780965
v90,v93,0.26726124191242
v97,v93,0.15430334996209
v83,v94,0.17677669529664
v86,v94,0.08111071056538
v97,v94,0.28867513459481
v98,v94,0.08574929257125
v105,v94,0.11180339887499
v10,v95,0.12909944487358
v13,v95,0.13608276348795
v14,v95,0.21821789023599
v16,v95,0.11785113019776
v19,v95,0.07715167498105
v21,v95,0.08908708063747
v22,v95,0.08703882797785
v24,v95,0.23570226039552
v27,v95,0.14433756729741
v28,v95,0.09128709291753
v29,v95,0.08512565307587
v36,v95,0.16666666666667
v38,v95,0.33333333333333
v40,v95,0.14433756729741
v42,v95,0.13608276348795
v46,v95,0.12309149097933
v48,v95,0.16666666666667
v49,v95,0.12909944487358
v50,v95,0.10206207261597
v55,v95,0.11785113019776
v57,v95,0.109108945118
v58,v95,0.12909944487358
v77,v95,0.09622504486494
v81,v95,0.16666666666667
v82,v95,0.16666666666667
v84,v95,0.28867513459481
v87,v95,0.13608276348795
v98,v95,0.297044262893
v105,v95,0.12909944487358
v109,v95,0.18257418583506
v110,v95,0.21821789023599
v15,v96,0.17213259316477
v19,v96,0.09759000729485
v29,v96,0.10767638041163
v53,v96,0.14907119849999
v62,v96,0.17213259316477
v28,v97,0.09128709291753
v93,v97,0.15430334996209
v94,v97,0.28867513459481
v10,v98,0.30678599553895
v13,v98,0.24253562503633
v14,v98,0.3889222341313
v16,v98,0.2800560168056
v19,v98,0.13750477455423
v21,v98,0.26462806201248
v22,v98,0.15512630699851
v24,v98,0.4200840252084
v27,v98,0.25724787771376
v28,v98,0.16269784336399
v29,v98,0.15171652122725
v36,v98,0.297044262893
v38,v98,0.594088525786
v40,v98,0.25724787771376
v42,v98,0.24253562503633
v46,v98,0.21938172723814
v48,v98,0.297044262893
v49,v98,0.23008949665421
v50,v98,0.18190171877725
v55,v98,0.2100420126042
v57,v98,0.19446111706565
v58,v98,0.30678599553895
v65,v98,0.09901475429767
v81,v98,0.39605901719067
v82,v98,0.34655164004184
v83,v98,0.12126781251817
v86,v98,0.05564148840747
v87,v98,0.24253562503633
v94,v98,0.08574929257125
v95,v98,0.297044262893
v105,v98,0.23008949665421
v109,v98,0.32539568672798
v110,v98,0.3889222341313
v19,v99,0.14285714285714
v47,v99,0.26726124191242
v52,v99,0.12598815766974
v100,v99,0.18898223650461
v105,v99,0.11952286093344
v19,v100,0.18898223650461
v47,v100,0.17677669529664
v52,v100,0.16666666666667
v99,v100,0.18898223650461
v102,v100,0.37796447300923
v105,v100,0.15811388300842
v106,v100,0.20412414523193
v11,v101,0.2
v28,v101,0.2
v73,v101,0.18257418583506
v29,v102,0.15762208124782
v50,v102,0.09449111825231
v56,v102,0.10101525445522
v65,v102,0.15430334996209
v100,v102,0.37796447300923
v105,v102,0.11952286093344
v106,v102,0.15430334996209
v107,v102,0.15430334996209
v2,v103,0.29814239699997
v6,v103,0.2
v13,v103,0.14907119849999
v22,v103,0.09534625892456
v27,v103,0.15811388300842
v30,v103,0.31622776601684
v46,v103,0.13483997249265
v49,v103,0.14142135623731
v78,v103,0.22360679774998
v80,v103,0.1690308509457
v83,v103,0.22360679774998
v105,v103,0.14142135623731
v107,v103,0.18257418583506
v28,v104,0.22360679774998
v30,v104,0.17677669529664
v45,v104,0.12909944487358
v46,v104,0.30151134457776
v2,v105,0.10540925533895
v10,v105,0.1
v13,v105,0.10540925533895
v14,v105,0.1690308509457
v16,v105,0.09128709291753
v19,v105,0.17928429140016
v21,v105,0.06900655593424
v22,v105,0.06741998624632
v24,v105,0.18257418583506
v27,v105,0.11180339887499
v28,v105,0.07071067811865
v29,v105,0.13187609467916
v30,v105,0.22360679774998
v36,v105,0.12909944487358
v38,v105,0.25819888974716
v40,v105,0.11180339887499
v42,v105,0.10540925533895
v46,v105,0.19069251784912
v47,v105,0.11180339887499
v48,v105,0.12909944487358
v49,v105,0.2
v50,v105,0.07905694150421
v52,v105,0.10540925533895
v55,v105,0.09128709291753
v56,v105,0.1690308509457
v57,v105,0.1690308509457
v58,v105,0.1
v81,v105,0.12909944487358
v82,v105,0.12909944487358
v87,v105,0.10540925533895
v94,v105,0.11180339887499
v95,v105,0.12909944487358
v98,v105,0.23008949665421
v99,v105,0.11952286093344
v100,v105,0.15811388300842
v102,v105,0.11952286093344
v103,v105,0.14142135623731
v107,v105,0.12909944487358
v109,v105,0.14142135623731
v110,v105,0.25354627641856
v9,v106,0.20412414523193
v17,v106,0.08703882797785
v56,v106,0.21821789023599
v100,v106,0.20412414523193
v102,v106,0.15430334996209
v2,v107,0.27216552697591
v13,v107,0.13608276348795
v30,v107,0.57735026918963
v31,v107,0.08512565307587
v32,v107,0.14433756729741
v33,v107,0.13608276348795
v46,v107,0.12309149097933
v49,v107,0.12909944487358
v82,v107,0.08333333333333
v88,v107,0.15430334996209
v102,v107,0.15430334996209
v103,v107,0.18257418583506
v105,v107,0.12909944487358
v110,v107,0.109108945118
v28,v108,0.11180339887499
v10,v109,0.14142135623731
v13,v109,0.14907119849999
v14,v109,0.23904572186688
v16,v109,0.12909944487358
v19,v109,0.08451542547285
v21,v109,0.09759000729485
v22,v109,0.09534625892456
v24,v109,0.25819888974716
v27,v109,0.31622776601684
v28,v109,0.1
v29,v109,0.09325048082403
v36,v109,0.27386127875258
v38,v109,0.36514837167011
v40,v109,0.15811388300842
v42,v109,0.14907119849999
v46,v109,0.13483997249265
v48,v109,0.18257418583506
v49,v109,0.14142135623731
v50,v109,0.11180339887499
v55,v109,0.12909944487358
v57,v109,0.11952286093344
v58,v109,0.14142135623731
v61,v109,0.18257418583506
v63,v109,0.14907119849999
v79,v109,0.12403473458921
v81,v109,0.18257418583506
v82,v109,0.18257418583506
v87,v109,0.14907119849999
v95,v109,0.18257418583506
v98,v109,0.32539568672798
v105,v109,0.14142135623731
v110,v109,0.23904572186688
v2,v110,0.08908708063747
v10,v110,0.1690308509457
v13,v110,0.17817416127495
v14,v110,0.28571428571429
v15,v110,0.08908708063747
v16,v110,0.23145502494314
v19,v110,0.10101525445522
v21,v110,0.11664236870396
v22,v110,0.11396057645964
v24,v110,0.30860669992418
v27,v110,0.28347335475692
v28,v110,0.11952286093344
v29,v110,0.11145564251507
v30,v110,0.09449111825231
v36,v110,0.21821789023599
v38,v110,0.54554472558998
v40,v110,0.18898223650461
v42,v110,0.17817416127495
v46,v110,0.24174688920761
v48,v110,0.21821789023599
v49,v110,0.1690308509457
v50,v110,0.13363062095621
v55,v110,0.15430334996209
v57,v110,0.14285714285714
v58,v110,0.1690308509457
v81,v110,0.21821789023599
v82,v110,0.27277236279499
v87,v110,0.17817416127495
v95,v110,0.21821789023599
v98,v110,0.3889222341313
v105,v110,0.25354627641856
v107,v110,0.109108945118
v109,v110,0.23904572186688
